State,Company,City,Number of Workers,Received Date,Effective Date,Layoff/Closure,Temporary/Permanent,Union,Region,County,Industry,Notes
California,La Tortilla Factory's Ceres Depot,1992 Rockefeller Drive Suite 500 Ceres CA 95307,5,12/08/2022,01/30/2023,Closure Permanent,,,,Stanislaus County,,
California,"Peloton Interactive, Inc.",1614 Redwood Highway Corte Madera Retail Showroom Corte Madera CA 94925,3,12/08/2022,01/31/2023,Closure Permanent,,,,Marin County,,
California,"Hyperloop Technologies, Inc. dba Hyperloop One",2159 Bay St. Los Angeles CA 90021,19,12/07/2022,01/30/2023,Layoff Permanent,,,,Los Angeles County,,
California,Sciolex Corporation,24000 Avila Road Laguna Niguel CA 92677,461,12/07/2022,01/31/2023,Layoff Permanent,,,,Orange County,,
California,Reverse Mortgage Funding LLC,"2355 Gold Meadow Way, Ste. 150 Rancho Cordova CA 95670",44,12/07/2022,11/29/2022,Layoff Permanent,,,,Sacramento County,,
California,"CoStar Group, Inc.","8910 University Center Lane, Suite 300 San Diego CA 92122",14,12/07/2022,01/30/2023,Layoff Permanent,,,,San Diego County,,
California,"Zume, Inc.",151 Factory Stores Dr. Camarillo CA 93010,61,12/07/2022,01/28/2023,Layoff Permanent,,,,Ventura County,,
California,"Age of Learning, Inc.",101 N. Brand Blvd. Glendale CA 91203,128,12/07/2022,02/01/2023,Layoff Permanent,,,,Los Angeles County,,
California,PD Systems,"Fort Hunter Liggett, Building 3360 Hunter Liggett Road Jolon CA 93928",48,12/06/2022,01/29/2023,Layoff Temporary,,,,Monterey County,,
California,"Brown & Toland Professional Services Organization, Inc., wholly-owned subsidiary of Altais",601 12th Street Oakland CA 94607,26,12/06/2022,12/31/2022,Layoff Permanent,,,,Alameda County,,
California,"Reyes Coca-Cola Bottling, LLC",1467 El Pinal Drive Stockton CA 95205,82,12/06/2022,01/30/2023,Layoff Permanent,,,,San Joaquin County,,
California,Amazon,1120 Enterprise Way Sunnyvale CA 94089,31,12/05/2022,01/17/2023,Layoff Permanent,,,,Santa Clara County,,
California,Amazon,1100 Enterprise Way Sunnyvale CA 94089,73,12/05/2022,01/17/2023,Layoff Permanent,,,,Santa Clara County,,
California,Amazon,1160 Enterprise Way Sunnyvale CA 94089,14,12/05/2022,01/17/2023,Layoff Permanent,,,,Santa Clara County,,
California,Amazon,905 11th Avenue Sunnyvale CA 94089,55,12/05/2022,01/17/2023,Layoff Permanent,,,,Santa Clara County,,
California,Amazon,1100 Discovery Way Sunnyvale CA 94089,44,12/05/2022,01/17/2023,Layoff Permanent,,,,Santa Clara County,,
California,Amazon,1140 Enterprise Way Sunnyvale CA 94089,46,12/05/2022,01/17/2023,Layoff Permanent,,,,Santa Clara County,,
California,"P.F. Automotive, LLC dba Penske Ford",8970 La Mesa Blvd. La Mesa CA 91942,150,12/05/2022,01/23/2023,Closure Permanent,,,,San Diego County,,
California,"P.L. Automotive, LLC dba Penske Lincoln",8850 Grossmont Blvd. La Mesa CA 91942,22,12/05/2022,01/23/2023,Closure Permanent,,,,San Diego County,,
California,"Meta Platforms, Inc.",34760 Campus Dr. Fremont CA 94555,25,12/02/2022,01/13/2023,Layoff Permanent,,,,Alameda County,,
California,"Meta Platforms, Inc.",6422 Commerce Dr. Fremont CA 94555,7,12/02/2022,01/13/2023,Layoff Permanent,,,,Alameda County,,
California,"Meta Platforms, Inc.",6591 Dumbarton Cir. Fremont CA 94555,64,12/02/2022,01/13/2023,Layoff Permanent,,,,Alameda County,,
California,"Meta Platforms, Inc.",6700 Dumbarton Cir. Fremont CA 94555,18,12/02/2022,01/13/2023,Layoff Permanent,,,,Alameda County,,
California,"Meta Platforms, Inc.",6504 Kaiser Dr. Fremont CA 94555,13,12/02/2022,01/13/2023,Layoff Permanent,,,,Alameda County,,
California,"Meta Platforms, Inc.",6552 Kaiser Dr. Fremont CA 94555,14,12/02/2022,01/13/2023,Layoff Permanent,,,,Alameda County,,
California,"Meta Platforms, Inc.",6530 Paseo Padre Pkwy Fremont CA 94555,3,12/02/2022,01/13/2023,Layoff Permanent,,,,Alameda County,,
California,"Meta Platforms, Inc.",311 Airport Blvd. Burlingame CA 94010,67,12/02/2022,01/13/2023,Layoff Permanent,,,,San Mateo County,,
California,"Meta Platforms, Inc.",312 Airport Blvd. Burlingame CA 94010,32,12/02/2022,01/13/2023,Layoff Permanent,,,,San Mateo County,,
California,"Meta Platforms, Inc.",322 Airport Blvd. Burlingame CA 94010,34,12/02/2022,01/13/2023,Layoff Permanent,,,,San Mateo County,,
California,"Meta Platforms, Inc.",333 Airport Blvd. Burlingame CA 94010,46,12/02/2022,01/13/2023,Layoff Permanent,,,,San Mateo County,,
California,"Meta Platforms, Inc.",1 Hacker Way Menlo Park CA 94025,85,12/02/2022,01/13/2023,Layoff Permanent,,,,San Mateo County,,
California,"Meta Platforms, Inc.",10 Hacker Way Menlo Park CA 94025,32,12/02/2022,01/13/2023,Layoff Permanent,,,,San Mateo County,,
California,"Meta Platforms, Inc.",12 Hacker Way Menlo Park CA 94025,139,12/02/2022,01/13/2023,Layoff Permanent,,,,San Mateo County,,
California,"Meta Platforms, Inc.",15 Hacker Way Menlo Park CA 94025,241,12/02/2022,01/13/2023,Layoff Permanent,,,,San Mateo County,,
California,"Meta Platforms, Inc.",17 Hacker Way Menlo Park CA 94025,140,12/02/2022,01/13/2023,Layoff Permanent,,,,San Mateo County,,
California,"Meta Platforms, Inc.",105 Constitution Dr. Menlo Park CA 94025,142,12/02/2022,01/13/2023,Layoff Permanent,,,,San Mateo County,,
California,"Meta Platforms, Inc.",135 Constitution Dr. Menlo Park CA 94025,60,12/02/2022,01/13/2023,Layoff Permanent,,,,San Mateo County,,
California,"Meta Platforms, Inc.",260 Constitution Dr. Menlo Park CA 94025,632,12/02/2022,01/13/2023,Layoff Permanent,,,,San Mateo County,,
California,"Meta Platforms, Inc.",162 Jefferson Dr. Menlo Park CA 94025,77,12/02/2022,01/13/2023,Layoff Permanent,,,,San Mateo County,,
California,"Meta Platforms, Inc.",200 Jefferson Dr. Menlo Park CA 94025,94,12/02/2022,01/13/2023,Layoff Permanent,,,,San Mateo County,,
California,"Meta Platforms, Inc.",900 Discovery Way Sunnyvale CA 94089,98,12/02/2022,01/13/2023,Layoff Permanent,,,,Santa Clara County,,
California,"Meta Platforms, Inc.",1180 Discovery Way Sunnyvale CA 94089,139,12/02/2022,01/13/2023,Layoff Permanent,,,,Santa Clara County,,
California,"Astra Space, Inc.",1900 Skyhawk St. Alameda CA 94501,63,12/01/2022,11/09/2022,Layoff Permanent,,,,Alameda County,,
California,Silicon Valley TMS of East Bay,5776 Stoneridge Mall Road Pleasanton CA 94588,6,12/01/2022,01/20/2023,Closure Permanent,,,,Alameda County,,
California,"Astra Space, Inc.",1049 Linda Vista Avenue Mountain View CA 94043,1,12/01/2022,11/09/2022,Layoff Permanent,,,,Santa Clara County,,
California,Silicon Valley TMS of Mountain View,525 South Drive Suite 211 Mountain View CA 94040,7,12/01/2022,01/20/2023,Closure Permanent,,,,Santa Clara County,,
California,"Boardriders Wholesale, LLC",5600 Argosy Circle Suite 100 Huntington Beach CA 92649,90,12/01/2022,11/18/2022,Layoff Permanent,,,,Orange County,,
California,"Boardriders Wholesale, LLC",960 W. 16th Street Costa Mesa CA 92627,8,12/01/2022,11/18/2022,Layoff Permanent,,,,Orange County,,
California,"Boardriders Wholesale, LLC",1310 Cantu-Galleano Ranch Rd. Mira Loma CA 91752,4,12/01/2022,11/18/2022,Layoff Permanent,,,,Riverside County,,
California,Silicon Valley TMS of San Francisco,595 Buckingham Way #505 San Francisco CA 94132,1,12/01/2022,01/20/2023,Closure Permanent,,,,San Francisco County,,
California,"Plastiq, Inc.",595 Market St. FL 10 San Francisco CA 94105,19,12/01/2022,01/16/2023,Layoff Permanent,,,,San Francisco County,,
California,"JUUL Labs, Inc.",560 20th St. San Francisco CA 94107,113,12/01/2022,01/17/2023,Layoff Permanent,,,,San Francisco County,,
California,"JUUL Labs, Inc.",560 20th St. San Francisco CA 94107,1,12/01/2022,02/15/2023,Layoff Permanent,,,,San Francisco County,,
California,"JUUL Labs, Inc.",560 20th St. San Francisco CA 94107,2,12/01/2022,04/07/2023,Layoff Permanent,,,,San Francisco County,,
California,Silicon Valley TMS of San Jose,2039 Forest Avenue #201 San Jose CA 95128,14,12/01/2022,01/20/2023,Closure Permanent,,,,Santa Clara County,,
California,Silicon Valley TMS of Monterey Bay,2425 Porter Street Suite 11 Soquel CA 95073,9,12/01/2022,01/20/2023,Closure Permanent,,,,Santa Cruz County,,
California,Silicon Valley TMS of Corte Madera,100 Meadowcreek Drive #115 Corte Madera CA 94925,3,12/01/2022,01/20/2023,Closure Permanent,,,,Marin County,,
California,"Illumina, Inc.",25861 Industrial Blvd. Hayward CA 94545,4,11/30/2022,01/13/2023,Layoff Permanent,,,,Alameda County,,
California,Blue Shield of California,4201 Town Center Blvd. A El Dorado Hills CA 95762,41,11/30/2022,01/25/2023,Layoff Permanent,,,,El Dorado County,,
California,Blue Shield of California,4203 Town Center Blvd. B El Dorado Hills CA 95762,47,11/30/2022,01/25/2023,Layoff Permanent,,,,El Dorado County,,
California,Blue Shield of California,4205 Town Center Blvd. C El Dorado Hills CA 95762,30,11/30/2022,01/25/2023,Layoff Permanent,,,,El Dorado County,,
California,Blue Shield of California,4207 Town Center Blvd. D El Dorado Hills CA 95762,8,11/30/2022,01/25/2023,Layoff Permanent,,,,El Dorado County,,
California,Blue Shield of California,6300 Canoga Avenue Woodland Hills CA 91367,24,11/30/2022,01/25/2023,Layoff Permanent,,,,Los Angeles County,,
California,Blue Shield of California,601 Potrero Grande Drive Monterey Park CA 91755,27,11/30/2022,01/25/2023,Layoff Permanent,,,,Los Angeles County,,
California,Blue Shield of California,2100 Saturn Street Monterey Park CA 91756,2,11/30/2022,01/25/2023,Layoff Permanent,,,,Los Angeles County,,
California,Blue Shield of California,4700 Bechelli Lane Redding CA 96002,16,11/30/2022,01/25/2023,Layoff Permanent,,,,Shasta County,,
California,"Illumina, Inc.",200 Lincoln Centre Drive San Mateo CA 94404,20,11/30/2022,01/13/2023,Layoff Permanent,,,,San Mateo County,,
California,"Nuro, Inc.",1300 Terra Bella Avenue Mountain View CA 94043,269,11/30/2022,11/18/2022,Layoff Permanent,,,,Santa Clara County,,
California,Blue Shield of California,601 12th Street Oakland CA 94607,62,11/30/2022,01/25/2023,Layoff Permanent,,,,Alameda County,,
California,Blue Shield of California,3300 Zinfandel Drive Rancho Cordova CA 95670,24,11/30/2022,01/25/2023,Layoff Permanent,,,,Sacramento County,,
California,Blue Shield of California,"3131 Camino Del Rio, North Suite #1300 San Diego CA 92108",5,11/30/2022,01/25/2023,Layoff Permanent,,,,San Diego County,,
California,Blue Shield of California,2275 Rio Bonita Way San Diego CA 92108,2,11/30/2022,01/25/2023,Layoff Permanent,,,,San Diego County,,
California,"Illumina, Inc.",5200 Illumina Way San Diego CA 92122,206,11/30/2022,01/13/2023,Layoff Permanent,,,,San Diego County,,
California,"Illumina, Inc.",4795 Executive Drive San Diego CA 92121,1,11/30/2022,01/13/2023,Layoff Permanent,,,,San Diego County,,
California,Blue Shield of California,315 Montgomery Street San Francisco CA 94104,1,11/30/2022,01/25/2023,Layoff Permanent,,,,San Francisco County,,
California,Blue Shield of California,3021 Reynolds Ranch Parkway Lodi CA 95240,74,11/30/2022,01/25/2023,Layoff Permanent,,,,San Joaquin County,,
California,Blue Shield of California,100 North Sepulveda Blvd. El Segundo CA 90245,3,11/30/2022,01/25/2023,Layoff Permanent,,,,Los Angeles County,,
California,"RingCentral, Inc.",20 Davis Drive Belmont CA 94002,50,11/29/2022,01/09/2023,Layoff Permanent,,,,San Mateo County,,
California,Flex LTD.,847 Gibraltar Drive Milpitas CA 95035,155,11/29/2022,01/09/2023,Layoff Permanent,,,,Santa Clara County,,
California,Blue Shield of California,"555 Anton Blvd., Suite 800 Costa Mesa CA 92626",7,11/29/2022,01/25/2023,Layoff Permanent,,,,Orange County,,
California,"Twitter, Inc.",150 Pico Blvd Santa Monica CA 90405,4,11/28/2022,01/21/2023,Layoff Permanent,,,,Los Angeles County,,
California,"Twitter, Inc.",1355 Market St #900 San Francisco CA 94103,10,11/28/2022,01/21/2023,Layoff Permanent,,,,San Francisco County,,
California,Thermo Fisher Scientific,6055 SUNOL BLVD BUILDING C Pleasanton CA 94566,46,11/23/2022,01/31/2023,Layoff Permanent,,,,Alameda County,,
California,Thermo Fisher Scientific,180 OYSTER POINT BLVD South San Francisco CA 94080,49,11/23/2022,01/31/2023,Layoff Permanent,,,,San Mateo County,,
California,"Intercom, Inc.",55 2nd Street San Francisco CA 94105,55,11/22/2022,01/13/2023,Layoff Permanent,,,,San Francisco County,,
California,"Apeel Technology, Inc.",71 South Los Carneros Road Goleta CA 93117,71,11/22/2022,01/15/2023,Layoff Permanent,,,,Santa Barbara County,,
California,"Apeel Technology, Inc.",71 South Los Carneros Road Goleta CA 93117,14,11/22/2022,06/30/2023,Layoff Permanent,,,,Santa Barbara County,,
California,"Apeel Technology, Inc.",71 South Los Carneros Road Goleta CA 93117,11,11/22/2022,03/31/2023,Layoff Permanent,,,,Santa Barbara County,,
California,"Asana, Inc.","633 Folsom Street, Suite 100 San Francisco CA 94107",97,11/21/2022,11/15/2022,Layoff Permanent,,,,San Francisco County,,
California,"Coursera, Inc.",381 E Evelyn Ave Mountain View CA 94041,77,11/21/2022,11/09/2022,Layoff Permanent,,,,Santa Clara County,,
California,Wilhelm L.L.C.,181 Lynch Creek Way Petaluma CA 94954,274,11/21/2022,01/08/2023,Layoff Permanent,,,,Sonoma County,,
California,Synthego Corporation,600 Saginaw Dr Redwood City CA 94063,105,11/18/2022,11/18/2022,Layoff Permanent,,,,San Mateo County,,
California,"GoFundMe, Inc.",767 S. Alameda St. Ste 400 Los Angeles CA 90021,27,11/18/2022,12/31/2022,Layoff Permanent,,,,Los Angeles County,,
California,"GoFundMe, Inc.",350 Tenth Ave San Diego CA 92101,11,11/18/2022,12/31/2022,Layoff Permanent,,,,San Diego County,,
California,"GoFundMe, Inc",4650 Overland Avenue San Diego CA 92123,23,11/18/2022,12/31/2022,Layoff Permanent,,,,San Diego County,,
California,"GoFundMe, Inc.",600 California Ave Office# 13-000 San Francisco CA 94108,11,11/18/2022,12/31/2022,Layoff Permanent,,,,San Francisco County,,
California,Sodexo Inc. at PHH Hemet Valley Medical Center,1117 E. Devonshire Avenue Hemet CA 92543,83,11/17/2022,01/13/2023,Closure Permanent,,,,Riverside County,,
California,Sodexo Inc. at PHH Hemet Valley Recovery Center,371 N. Weston Avenue Hemet CA 92543,14,11/17/2022,01/13/2023,Closure Permanent,,,,Riverside County,,
California,Sodexo Inc. at PHH Menifee Valley Medical Center,28400 McCall Blvd. Sun City CA 92586,32,11/17/2022,01/13/2023,Closure Permanent,,,,Riverside County,,
California,Aerotek at Flex LTD,1177 Gibraltar Drive Milpitas CA 95035,48,11/17/2022,11/10/2022,Layoff Permanent,,,,Santa Clara County,,
California,Western Digital,951 SanDisk Drive Milpitas CA 95035,86,11/17/2022,01/13/2023,Layoff Permanent,,,,Santa Clara County,,
California,Western Digital,3355 Michelson Drive Irvine CA 92612,62,11/17/2022,01/13/2023,Layoff Permanent,,,,Orange County,,
California,Western Digital,5601 Great Oaks Parkway San Jose CA 95119,103,11/17/2022,01/13/2023,Layoff Permanent,,,,Santa Clara County,,
California,Jabil Inc.,6375 San Ignacio Avenue San Jose CA 95119,93,11/17/2022,12/22/2022,Layoff Temporary,,,,Santa Clara County,,
California,Providence ExpressCare California,3446 W. Ball Rd. Anaheim CA 92804,2,11/17/2022,01/03/2023,Closure Permanent,,,,Orange County,,
California,Providence ExpressCare California,12001 Euclid St. Garden Grove CA 92840,2,11/17/2022,01/03/2023,Closure Permanent,,,,Orange County,,
California,Providence ExpressCare California,1538 E. Chapman Ave. Orange CA 92866,6,11/17/2022,01/03/2023,Closure Permanent,,,,Orange County,,
California,Providence ExpressCare California,13052 Newport Ave. Tustin CA 92780,3,11/17/2022,01/03/2023,Closure Permanent,,,,Orange County,,
California,Providence ExpressCare California,1575 S. Harbor Blvd. Suite 48 Fullerton CA 92832,12,11/17/2022,01/03/2023,Closure Permanent,,,,Orange County,,
California,Providence ExpressCare California,17585 Harvard Ave. Suite D Irvine CA 92614,12,11/17/2022,01/03/2023,Closure Permanent,,,,Orange County,,
California,Providence ExpressCare California,"25612 Crown Valley Pkwy, Suite L-5 Ladera Ranch CA 92694",4,11/17/2022,01/03/2023,Closure Permanent,,,,Orange County,,
California,Providence ExpressCare California,26012 Marguerite Pkwy Suite H Mission Viejo CA 92692,10,11/17/2022,01/03/2023,Closure Permanent,,,,Orange County,,
California,Providence ExpressCare California,600 Newport Center Drive Newport Beach CA 92660,4,11/17/2022,01/03/2023,Closure Permanent,,,,Orange County,,
California,Providence ExpressCare California,"2500 E. Imperial Hwy, Suite 110 Brea CA 92821",4,11/17/2022,01/03/2023,Closure Permanent,,,,Orange County,,
California,Providence ExpressCare California,24833 Del Prado Dana Point CA 92629,1,11/17/2022,01/03/2023,Closure Permanent,,,,Orange County,,
California,Providence ExpressCare California,57 Prism Irvine CA 92618,5,11/17/2022,01/03/2023,Closure Permanent,,,,Orange County,,
California,"Meta Platforms, Inc.",12105 E Waterfront Dr. Los Angeles CA 90094,162,11/16/2022,01/13/2023,Layoff Permanent,,,,Los Angeles County,,
California,"Meta Platforms, Inc.",250 Howard St. San Francisco CA 94105,362,11/16/2022,01/13/2023,Layoff Permanent,,,,San Francisco County,,
California,"Smithfield Distribution, LLC",3163 E. Vernon Avenue Vernon CA 90058,1755,11/16/2022,11/18/2022,Closure Permanent,,,,Los Angeles County,,
California,"Smithfield Distribution, LLC",3049 E. Vernon Ave. Vernon CA 90058,121,11/16/2022,11/18/2022,Closure Permanent,,,,Los Angeles County,,
California,"Athas Capital Group, Inc.",555 West 5th Street Los Angeles CA 90013,23,11/14/2022,01/03/2023,Layoff Permanent,,,,Los Angeles County,,
California,"Athas Capital Group, Inc.",27001 and 26901 Agoura Road Agoura Hills CA 91301,159,11/14/2022,01/03/2023,Layoff Permanent,,,,Los Angeles County,,
California,"Natera, Inc.",201 Industrial Road San Carlos CA 94070,58,11/14/2022,11/04/2022,Layoff Permanent,,,,San Mateo County,,
California,"Athas Capital Group, Inc.",18191 Von Karman Avenue Irvine CA 92612,29,11/14/2022,01/03/2023,Layoff Permanent,,,,Orange County,,
California,Seagate US LLC,47488 Kato Road Fremont CA 94538,4,11/10/2022,12/07/2022,Layoff Permanent,,,,Alameda County,,
California,Seagate US LLC,47488 Kato Road Fremont CA 94538,80,11/10/2022,01/09/2023,Layoff Permanent,,,,Alameda County,,
California,Curative Inc.,605 E. Huntington Drive Monrovia CA 91016,57,11/10/2022,01/03/2023,Layoff Permanent,,,,Los Angeles County,,
California,Providence ExpressCare California,21730 Ventura Blvd Woodland Hills CA 91364,7,11/10/2022,01/03/2023,Closure Permanent,,,,Los Angeles County,,
California,Providence ExpressCare California,3201 W. 6th St Los Angeles CA 90020,2,11/10/2022,01/03/2023,Closure Permanent,,,,Los Angeles County,,
California,Providence ExpressCare California,3724 Crenshaw Blvd Los Angeles CA 90016,1,11/10/2022,01/03/2023,Closure Permanent,,,,Los Angeles County,,
California,Providence ExpressCare California,17010 Chatsworth St Granada Hills CA 91344,1,11/10/2022,01/03/2023,Closure Permanent,,,,Los Angeles County,,
California,Providence ExpressCare California,11795 W Olympic Blvd Los Angeles CA 90064,4,11/10/2022,01/03/2023,Closure Permanent,,,,Los Angeles County,,
California,Providence ExpressCare California,10174 Mason Ave Chatsworth CA 91311,6,11/10/2022,01/03/2023,Closure Permanent,,,,Los Angeles County,,
California,Providence ExpressCare California,1911 Lincoln Blvd Santa Monica CA 90405,2,11/10/2022,01/03/2023,Closure Permanent,,,,Los Angeles County,,
California,Providence ExpressCare California,"11900 South St, Ste 118 Cerritos CA 90703",2,11/10/2022,01/03/2023,Closure Permanent,,,,Los Angeles County,,
