State,Company,City,Number of Workers,WARN Received Date,Effective Date,Closure/Layoff,Temporary/Permanent,Union,Region,County,Industry,Notes
Texas,Extreme Reach,Irving,117,2/12/2014,2/7/2014,,,,Dallas County WDA,Dallas,,
Texas,Boeing Company,Houston,3,2/4/2014,4/4/2014,,,,Gulf Coast WDA,Harris,,
Texas,Sealy Mattress Company,N. Richland Hills,114,2/4/2014,5/31/2014,,,,Tarrant County WDA,Tarrant,,
Texas,Tandy Brands,Dallas,94,2/3/2014,1/31/2014,,,,Dallas County WDA,Dallas,,
Texas,Royal Appliance Mfg. Co.,El Paso,209,1/31/2014,3/31/2014,,,,Upper Rio Grande,El Paso,,
Texas,Kimberly Clark,San Antonio,90,1/28/2014,6/12/2014,,,,Alamo WDA,Bexar,,
Texas,AccuFleet International,Houston,70,1/27/2014,2/11/2014,,,,Gulf Coast WDA,Harris,,
Texas,"Lexicon Pharmaceuticals, Inc.",Woodlands,130,1/22/2014,1/31/2014,,,,Gulf Coast WDA,Montgomery,,
Texas,"Quality Terminal Services, LLC",Haslet,194,1/22/2014,2/28/2014,,,,Tarrant County WDA,Tarrant,,
Texas,Boeing Company,Houston,1,1/21/2014,3/21/2014,,,,Gulf Coast WDA,Harris,,
Texas,Jacobs Field Services N.A. Inc.- Lanxess Facility,Orange,94,1/15/2014,2/2/2014,,,,South East Texas WDA,Orange,,
Texas,Valley Therapy Cener,McAllen,0,1/15/2014,2/1/2014,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,Cameron International - Electra,Electra,121,1/14/2014,1/15/2014,,,,North Texas WDA,Wichita,,
Texas,Dr Pepper Snapple Group-Ft Worth,Ft. Worth,5,1/13/2014,3/10/2014,,,,Tarrant County WDA,Tarrant,,
Texas,Baylor Medical Center - Garland,Garland,47,1/10/2014,4/7/2014,,,,Dallas County WDA,Dallas,,
Texas,"Hubbell & Hudson Management, LLC.",Woodlands,80,1/10/2014,3/12/2014,,,,Gulf Coast WDA,Montgomery,,
Texas,"Atos IT Solutions and Services, Inc.",Irving,1,1/3/2014,2/28/2014,,,,Dallas County WDA,Dallas,,
Texas,"Genpact Mortgage Services, Inc.",Richardson,65,12/20/2013,2/17/2014,,,,North Central Texas WDA,Collin,,
Texas,Rio Grande Mining Co. (RGMC),Marfa,152,12/19/2013,12/17/2014,,,,Upper Rio Grande WDA,Presidio,,
Texas,Color Star Growers of Colorado,Giddings,86,12/16/2013,12/16/2013,,,,Rural Capital WDA,Lee,,
Texas,Color Star Growers of Colorado-Sanger,Sanger,99,12/16/2013,12/16/2013,,,,North Central Texas WDA,Denton,,
Texas,Precision Camera,El Paso,11,12/9/2013,2/9/2014,,,,Upper Rio Grande WDA,El Paso,,
Texas,TriumphVought Aircraft Division,Grand Prairie,400,12/9/2013,2/7/2014,,,,Dallas County WDA,Dallas,,
Texas,Ocwen Financial Corp.-Addison,Addison,92,12/2/2013,1/31/2014,,,,Dallas County WDA,Dallas,,
Texas,Ocwen Financial Corp.-Coppell,Coppell,137,12/2/2013,1/31/2014,,,,Dallas County WDA,Dallas,,
Texas,Ocwen Financial Corp-Lewisville,Lewisville,10,12/2/2013,1/31/2014,,,,North Central Texas WDA,Denton,,
Texas,Boeing Company,Houston,1,11/25/2013,1/24/2014,,,,Gulf Coast WDA,Harris,,
Texas,Applied Materials,Austin,1,11/20/2013,1/20/2014,,,,Capital Area WDA,Travis,,
Texas,"Applied Materials, Inc. - Austin4",Austin,2,11/20/2013,1/20/2014,,,,Rural Capital WDA,Williamson,,
Texas,GE Power and Water,Houston,200,11/18/2013,1/24/2014,,,,Gulf Coast WDA,Harris,,
Texas,Sabre Holdings-Travelocity,Southlake,15,11/18/2013,1/24/2014,,,,Tarrant County WDA,Tarrant,,
Texas,Thomson Reuters,Ft. Worth,308,11/12/2013,1/15/2013,,,,Tarrant County WDA,Tarrant,,
Texas,Encana Oil & Gas (USA),Plano,239,11/5/2013,1/9/2014,,,,North Central Texas WDA,Collin,,
Texas,BlackBerry Corporation,Irving,178,11/5/2013,11/4/2013,,,,Dallas County WDA,Dallas,,
Texas,Caterpillar,Kilgore,41,11/1/2013,12/20/2013,,,,East Texas WDA,Gregg,,
Texas,Precision Camera,El Paso,32,10/28/2013,12/24/2013,,,,Upper Rio Grande WDA,El Paso,,
Texas,Leviton Manufacturing Co.,El Paso,339,10/26/2013,1/4/2013,,,,Upper Rio Grande WDA,El Paso,,
Texas,Convergys Customer Management Group Inc.- Brownsville,Brownsville,362,10/22/2013,1/21/2014,,,,Cameron County WDA,Cameron,,
Texas,Wells Fargo and Co.- Irving,Irving,125,10/17/2013,12/15/2013,,,,Dallas County WDA,Dallas,,
Texas,Dr Pepper Snapple Group,Spring,112,10/16/2013,12/6/2013,,,,Gulf Coast WDA,Harris,,
Texas,BAE Systems - Sealy,Sealy,190,10/15/2013,12/20/2013,,,,Gulf Coast WDA,Austin,,
Texas,"Corsicana Bedding Trucking, Inc.(Hwy 287)",Corsicana,13,10/15/2013,1/12/2014,,,,North Central Texas WDA,Navarro,,
Texas,"Corsicana Bedding Trucking, Inc. (Hwy 31)",Corsicana,42,10/15/2013,12/12/2014,,,,North Central Texas WDA,Navarro,,
Texas,"Corsicana Bedding Trucking, Inc.",Carrollton,5,10/15/2013,12/12/2014,,,,Dallas County WDA,Dallas,,
Texas,Travelocity-,San Antonio,62,10/15/2013,12/13/2013,,,,Alamo WDA,Bexar,,
Texas,The Eureka Company dba Electrolux,El Paso,72,10/15/2013,12/15/2013,,,,Upper Rio Grande WDA,El Paso,,
Texas,Boeing Company,Houston,7,10/14/2013,12/13/2013,,,,Gulf Coast WDA,Harris,,
Texas,Child Care Associates,Ft. Worth,600,10/14/2013,11/1/2013,,,,Tarrant County WDA,Tarrant,,
Texas,US Foods,Conroe,84,10/11/2013,12/31/2013,,,,Gulf Coast WDA,Montgomery,,
Texas,"Trinity Mining & Construction Equipment, Inc.",San Antonio,86,10/10/2013,12/10/2013,,,,Alamo WDA,Bexar,,
Texas,State Farm Ins.-El Paso,El Paso,162,10/9/2013,12/20/2013,,,,Upper Rio Grande WDA,El Paso,,
Texas,Green Field Energy Services-West TX,Midland,110,10/4/2013,9/30/2013,,,,Permian Basin WDA,Midland,,
Texas,Visiting Nurses Association-El Paso,El Paso,845,10/3/2013,12/1/2013,,,,Upper Rio Grande WDA,El Paso,,
Texas,BAE Systems- NAS Corpus Christi,Corpus Christi,361,10/2/2013,12/1/2013,,,,Coastal Bend WDA,Nueces,,
Texas,JC's 5star Outlet,Grapevine,96,9/30/2013,11/30/2013,,,,Tarrant County WDA,Tarrant,,
Texas,"Diebold, Inc.",Coppell,8,9/27/2013,11/29/2013,,,,Dallas County WDA,Dallas,,
Texas,Bob Evans Farms,Richardson,113,9/26/2013,11/28/2013,,,,North Central Texas WDA,Collin,,
Texas,"GenOn Energy, Inc.",Houston,13,9/26/2013,12/13/2013,,,,Gulf Coast WDA,Harris,,
Texas,JP Morgan Chase-Mortgage Bank,Coppell,14,9/25/2013,11/22/2013,,,,Dallas County WDA,Dallas,,
Texas,"Dillard's, Inc.-Plano",Plano,101,9/24/2013,12/8/2013,,,,North Central Texas WDA,Collin,,
Texas,Sprint-Temple,Temple,3,9/23/2013,9/20/2013,,,,Central Texas WDA,Bell,,
Texas,Sprint-Irving3,Irving,1,9/23/2013,9/20/2013,,,,Dallas County WDA,Dallas,,
Texas,Sprint-Ft Worth,Ft. Worth,13,9/23/2013,9/20/2013,,,,Tarrant County WDA,Tarrant,,
Texas,Gulf States Toyota -Vehicle Processing Center,Houston,83,9/23/2013,11/18/2013,,,,Gulf Coast WDA,Harris,,
Texas,"Arrow Electronics, Inc.-Austin",Austin,60,9/20/2013,11/22/2013,,,,Capital Area WDA,Travis,,
Texas,"Applied Materials, Inc. - Austin4",Austin,7,9/18/2013,11/18/2013,,,,Rural Capital WDA,Williamson,,
Texas,Applied Materials,Austin,13,9/18/2013,11/18/2013,,,,Capital Area WDA,Travis,,
Texas,Halcon Resources,Electra,101,9/17/2013,10/15/2013,,,,North Texas WDA,Wichita,,
Texas,Cardell Cabinets-San Antonio,San Antonio,903,9/17/2013,9/7/2013,,,,Alamo WDA,Bexar,,
Texas,Sabre Holdings-Travelocity,Southlake,14,9/16/2013,11/15/2013,,,,Tarrant County WDA,Tarrant,,
Texas,Ameritox-Hwy 80,Midland,50,9/13/2013,11/12/2013,,,,Permian Basin WDA,Midland,,
Texas,Ameritox-Walls,Midland,35,9/13/2013,11/12/2013,,,,Permian Basin WDA,Midland,,
Texas,"Onda Lay Pipe and Rental, Inc.",Midland,75,9/12/2013,11/4/2013,,,,Permian Basin WDA,Midland,,
Texas,BAE Systems - Sealy,Sealy,140,9/11/2013,11/18/2013,,,,Gulf Coast WDA,Austin,,
Texas,"US Security Associates, Inc.-San Antonio",San Antonio,226,9/10/2013,10/28/2013,,,,Alamo WDA,Bexar,,
Texas,"US Security Assoicates, Inc.-Houston",Houston,59,9/10/2013,10/28/2013,,,,Gulf Coast WDA,Harris,,
Texas,"US Security Associates, Inc.-Austin",Austin,67,9/10/2013,10/28/2013,,,,Capital Area WDA,Travis,,
Texas,Excel Garment Mfg. Inc.,El Paso,160,9/9/2013,10/1/2013,,,,Upper Rio Grande WDA,El Paso,,
Texas,Silverleaf Resorts - North Richland Hills,Richland Hills,109,9/6/2013,11/1/2013,,,,Tarrant County WDA,Tarrant,,
Texas,"The Logistics Company, Inc (TLC)",Fort Bliss,66,9/6/2013,9/29/2013,,,,Upper Rio Grande WDA,El Paso,,
Texas,"GenOn Energy, Inc.",Houston,6,9/3/2013,11/1/2013,,,,Gulf Coast WDA,Harris,,
Texas,Boeing Company,Houston,7,8/26/2013,10/25/2013,,,,Gulf Coast WDA,Harris,,
Texas,Sprint-Irving3,Irving,13,8/22/2013,8/22/2013,,,,Dallas County WDA,Dallas,,
Texas,Sprint-Ft Worth,Ft. Worth,106,8/22/2013,8/22/2013,,,,Tarrant County WDA,Tarrant,,
Texas,Sprint-Temple,Temple,165,8/22/2013,8/22/2013,,,,Central Texas WDA,Bell,,
Texas,"Retreat Capital Management, Inc.",Irving,73,8/12/2013,10/10/2013,,,,Dallas County WDA,Dallas,,
Texas,SER Jobs for Progress-Haven for Hope Way,San Antonio,1,8/12/2013,9/30/2013,,,,Alamo WDA,Bexar,,
Texas,SER Jobs for Progress-SW 40th Street,San Antonio,4,8/12/2013,9/30/2013,,,,Alamo WDA,Bexar,,
Texas,SER Jobs for Progress-Adminstrative Office,San Antonio,32,8/12/2013,9/30/2013,,,,Alamo WDA,Bexar,,
Texas,SER Jobs for Progress-Hillcrest Dr,San Antonio,28,8/12/2013,9/30/2013,,,,Alamo WDA,Bexar,,
Texas,SER Jobs for Progress-S. Flores St.,San Antonio,27,8/12/2013,9/30/2013,,,,Alamo WDA,Bexar,,
Texas,SER Jobs for Progress-Walzem Rd.,San Antonio,17,8/12/2013,9/30/2013,,,,Alamo WDA,Bexar,,
Texas,SER Jobs for Progress-Marbach Rd.,San Antonio,13,8/12/2013,9/30/2013,,,,Alamo WDA,Bexar,,
Texas,SER Jobs for Progress-E. Houston,San Antonio,20,8/12/2013,9/30/2013,,,,Alamo WDA,Bexar,,
Texas,JPMorgan Chase - Chase Home Lending,Ft. Worth,451,8/12/2013,10/11/2013,,,,Tarrant County WDA,Tarrant,,
Texas,JP Morgan Chase-Mortgage Bank,Coppell,52,8/12/2013,10/11/2013,,,,Dallas County WDA,Dallas,,
Texas,Camber-SARET,Killeen,51,8/6/2013,7/31/2013,,,,Central Texas WDA,Bell,,
Texas,Bank of America - Addison,Addison,113,8/6/2013,9/30/2013,,,,Dallas County WDA,Dallas,,
Texas,Aramark Healthcare,San Antonio,65,8/2/2013,10/5/2013,,,,Alamo WDA,Bexar,,
Texas,"GenOn Energy, Inc.",Houston,25,7/31/2013,10/1/2013,,,,Gulf Coast WDA,Harris,,
Texas,Carrier Corporation,Tyler,102,7/29/2013,9/30/2013,,,,East Texas WDA,Smith,,
Texas,International Paper-Edinburg East Container Plant,Edinburg,105,7/24/2013,9/20/2013,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,"Pentagroup Financial, LLC",Houston,123,7/23/2013,9/27/2013,,,,Gulf Coast WDA,Harris,,
Texas,Boeing Company,Houston,14,7/23/2013,9/20/2013,,,,Gulf Coast WDA,Harris,,
Texas,The Travelers Indemnity,Houston,105,7/22/2013,8/1/2013,,,,Gulf Coast WDA,Harris,,
Texas,Flextronics Americas LLC-San Antonio,San Antonio,7,7/19/2013,10/31/2013,,,,Alamo WDA,Bexar,,
Texas,Flextronics Americas LLC-Austin,Austin,7,7/19/2013,10/31/2013,,,,Capital Area WDA,Travis,,
Texas,Flextronics Americas LLC-Houston,Houston,7,7/19/2013,10/31/2013,,,,Gulf Coast WDA,Harris,,
Texas,Flextronics Americas LLC-Irving,Irving,6,7/19/2013,10/31/2013,,,,Dallas County WDA,Dallas,,
Texas,Flextronics Americas LLC-Dallas,Dallas,6,7/19/2013,10/31/2013,,,,Dallas County WDA,Dallas,,
Texas,Flextronics Americas LLC-Webster,Webster,6,7/19/2013,10/31/2013,,,,Gulf Coast WDA,Harris,,
Texas,Flextronics Americas LLC-Houston2,Houston,6,7/19/2013,10/31/2013,,,,Gulf Coast WDA,Harris,,
Texas,Camber-SARET,Killeen,255,7/19/2013,7/31/2013,,,,Central Texas WDA,Bell,,
Texas,Management & Training Corp.(MTC)-Limestone County,Groesbeck,130,7/12/2013,7/12/2013,,,,Heart of Texas WDA,Limestone,,
Texas,Blue Lynx Media,Lewisville,84,7/11/2013,9/9/2013,,,,North Central Texas WDA,Denton,,
Texas,Houghton Mifflin Harcourt,Lewisville,61,7/9/2013,9/3/2013,,,,North Central Texas WDA,Denton,,
Texas,Walmart-Laredo Distribution Center,Laredo,53,7/9/2013,9/16/2013,,,,South Texas WDA,Webb,,
Texas,Dyncorp International-Temple,Temple,52,7/1/2013,7/31/2013,,,,Central Texas WDA,Bell,,
Texas,Xerox Business Services-El Paso,El Paso,439,7/1/2013,9/3/2013,,,,Upper Rio Grande WDA,El Paso,,
Texas,Dyncorp International-Killeen,Killeen,51,7/1/2013,7/31/2013,,,,Central Texas WDA,Bell,,
Texas,Weatherford,San Antonio,63,6/28/2013,8/27/2013,,,,Alamo WDA,Bexar,,
Texas,Xerox Business Services,Houston,81,6/27/2013,9/27/2013,,,,Gulf Coast WDA,Harris,,
Texas,Boeing Company,Houston,34,6/24/2013,8/23/2013,,,,Gulf Coast WDA,Harris,,
Texas,Bank Of America - Dallas4,Dallas,87,6/24/2013,9/30/2013,,,,Dallas County WDA,Dallas,,
Texas,Bank of America-Richardson,Richardson,324,6/21/2013,9/30/2013,,,,Dallas County WDA,Collin,,
Texas,OneWest Bank,Austin,725,6/14/2013,8/31/2013,,,,Capital Area WDA,Travis,,
Texas,Southern Foods Group-Oak Farms,Waco,150,6/13/2013,8/12/2013,,,,Heart of Texas WDA,McLennan,,
Texas,"GenOn Energy, Inc.",Houston,5,6/13/2013,8/16/2013,,,,Gulf Coast WDA,Harris,,
Texas,National Envelope Corporation- Ennis,Ennis,219,6/12/2013,8/20/2013,,,,North Central Texas WDA,Ellis,,
Texas,National Envelope Corporation- Ennis,Ennis,219,6/12/2013,8/20/2013,,,,North Central Texas WDA,Ellis,,
Texas,National Envelope Corporation - Frisco,Frisco,128,6/12/2013,8/20/2013,,,,North Central Texas WDA,Collin,,
Texas,Corrections Corporation of America-Mineral Wells,Mineral Wells,239,6/10/2013,8/16/2013,,,,North Central Texas WDA,Parker,,
Texas,Zynga Inc.,Allen,62,6/7/2013,6/3/2013,,,,North Central Texas WDA,Collin,,
Texas,Zynga Inc.-Austin,Austin,32,6/7/2013,6/3/2013,,,,Capital Area WDA,Travis,,
Texas,"Sterling Administrative Services, LLC",Waco,94,6/4/2013,8/2/2013,,,,Heart of Texas WDA,McLennan,,
Texas,Select Specialty Hospital-Midland,Midland,112,6/3/2013,7/31/2013,,,,Permian Basin WDA,Midland,,
Texas,AT&T-Midland,Midland,101,5/31/2013,8/5/2013,,,,Permian Basin WDA,Midland,,
Texas,"GenOn Energy, Inc.",Houston,14,5/31/2013,8/1/2013,,,,Gulf Coast WDA,Harris,,
Texas,Ryder Logistics-Roanoke,Roanoke,60,5/31/2013,8/4/2013,,,,North Central Texas WDA,Denton,,
Texas,Highway Technologies-Houston,Houston,54,5/21/2013,5/21/2013,,,,Gulf Coast WDA,Harris,,
Texas,Highway Technologies-Ft Worth,Ft. Worth,80,5/21/2013,5/21/2013,,,,Tarrant County WDA,Tarrant,,
Texas,Highway Technologies-Austin,Austin,53,5/21/2013,5/21/2013,,,,Capital Area WDA,Travis,,
Texas,Boeing Company,Houston,11,5/20/2013,7/19/2013,,,,Gulf Coast WDA,Harris,,
Texas,Cameron International Corp.,Magnolia,88,5/15/2013,7/15/2013,,,,Gulf Coast WDA,Montgomery,,
Texas,"Diebold, Inc.",Coppell,52,5/13/2013,7/31/2013,,,,Dallas County WDA,Dallas,,
Texas,Community Education Centers-(JHDC),Waco,120,5/9/2013,6/13/2013,,,,Heart of Texas WDA,McLennan,,
Texas,Galt Medical Corp.,Garland,139,5/9/2013,9/30/2013,,,,Dallas County WDA,Dallas,,
Texas,MetLife Bank-Bent Branch,Irving,116,5/7/2013,6/30/2012,,,,Dallas County WDA,Dallas,,
Texas,"TIC Energy & Chemical, Inc.",Seadrift,146,5/6/2013,6/30/2013,,,,Golden Crescent WDA,Calhoun,,
Texas,"Endura Products, Inc.",Nacogdoches,55,5/6/2013,8/15/2013,,,,Deep East Texas WDA,Nacogdoches,,
Texas,"AES NA Central, LLC",Woodlands,59,5/6/2013,6/30/2013,,,,Gulf Coast WDA,Montgomery,,
Texas,"GenOn Energy, Inc.",Houston,14,5/2/2013,7/1/2013,,,,Gulf Coast WDA,Harris,,
Texas,Ruth's Chris Steak House,San Antonio,86,4/26/2013,7/28/2013,,,,Alamo WDA,Bexar,,
Texas,Durham School Services-Little Elm,Little Elm,67,4/23/2013,7/31/2013,,,,North Central Texas WDA,Denton,,
Texas,Durham School Services- Joshua,Joshua,43,4/23/2013,7/31/2013,,,,North Central Texas WDA,Johnson,,
Texas,Durham School Services-Weatherford,Weatherford,95,4/23/2013,7/31/2013,,,,North Central Texas WDA,Parker,,
Texas,Durham School Services-Uvalde,Uvalde,80,4/23/2013,6/30/2013,,,,Middle Rio Grande WDA,Uvalde,,
Texas,Boeing Company,Houston,39,4/22/2013,6/21/2013,,,,Gulf Coast WDA,Harris,,
Texas,Community Education Centers(CEC)-IAH Facility,Livingston,12,4/8/2013,6/5/2013,,,,Deep East Texas WDA,Polk,,
Texas,Navistar-SST Truck Company,Garland,45,4/3/2013,5/31/2013,,,,Dallas County WDA,Dallas,,
Texas,Bway Corporation-Santa Anna,Dallas,69,4/1/2013,6/28/2013,,,,Dallas County WDA,Dallas,,
Texas,APL Logistics-Grand Prairie,Grand Prairie,12,3/29/2013,6/1/2013,,,,Dallas County WDA,Dallas,,
Texas,"GenOn Energy, Inc.",Houston,12,3/29/2013,6/1/2013,,,,Gulf Coast WDA,Harris,,
Texas,Ryder Logistics & Transportation,Laredo,50,3/26/2013,5/31/2013,,,,South Texas WDA,Webb,,
Texas,Boeing Company,Houston,17,3/25/2013,5/27/2013,,,,Gulf Coast WDA,Harris,,
Texas,The Scooter Store,New Braunfels,993,3/20/2013,3/8/2013,,,,Alamo WDA,Comal,,
Texas,Equifax Inc.,Houston,136,3/20/2013,5/20/2013,,,,Gulf Coast WDA,Harris,,
Texas,Community Education Centers (CEC)-Limestone County Detention Center,Groesbeck,227,3/18/2013,5/31/2013,,,,Heart of Texas WDA,Limestone,,
Texas,Silgan Containers Corporation,Crystal City,19,3/14/2013,5/8/2013,,,,Middle Rio Grande WDA,Zavala,,
Texas,Nationwide Insurance - Nationwide Sales Solutions,Amarillo,83,3/14/2013,5/16/2013,,,,Panhandle WDA,Randall,,
Texas,Weir Mesa,Odessa,95,3/11/2013,5/10/2013,,,,Permian Basin WDA,Ector,,
Texas,JC Penney-Valley View Center,Dallas,3,3/4/2013,3/10/2013,,,,Dallas County WDA,Dallas,,
Texas,APL Logistics-Grand Prairie,Grand Prairie,44,2/28/2013,4/30/2013,,,,Dallas County WDA,Dallas,,
Texas,"Americanos USA, LLC",Dallas,,2/27/2013,4/30/2013,,,,Dallas County WDA,Dallas,,
Texas,"Americanos USA, LLC-Houston",Houston,,2/27/2013,4/30/2013,,,,Gulf Coast WDA,Harris,,
Texas,"Americanos USA, LLC-Ft. Worth",Ft. Worth,,2/27/2013,4/30/2013,,,,Tarrant County WDA,Tarrant,,
Texas,"Americanos USA, LLC-San Antonio",San Antonio,,2/27/2013,4/30/2013,,,,Alamo WDA,Bexar,,
Texas,"Americanos USA, LLC-Laredo",Laredo,,2/27/2013,4/30/2013,,,,South Texas WDA,Webb,,
Texas,"Americanos USA, LLC-El Paso",El Paso,,2/27/2013,4/30/2013,,,,Upper Rio Grande WDA,El Paso,,
Texas,"Americanos USA, LLC-El Paso2",El Paso,,2/27/2013,4/30/2013,,,,Upper Rio Grande WDA,El Paso,,
Texas,Express Scripts-Irving,Irving,132,2/25/2013,4/21/2013,,,,Dallas County WDA,Dallas,,
Texas,Excel Garment Mfg. Inc.,El Paso,115,2/20/2013,4/12/2013,,,,Upper Rio Grande WDA,El Paso,,
Texas,Boeing Company,Houston,1,2/20/2013,4/19/2013,,,,Gulf Coast WDA,Harris,,
Texas,DePelchin Children's Center-Elkins RTC,Houston,57,2/19/2013,4/20/2013,,,,Gulf Coast WDA,Harris,,
Texas,"Homeward Residential, Inc.",Coppell,300,2/12/2013,4/15/2013,,,,Dallas County WDA,Dallas,,
Texas,"GenOn Energy, Inc.",Houston,9,2/12/2013,4/15/2013,,,,Gulf Coast WDA,Harris,,
Texas,PowerLink Services L.P.,Coppell,4,2/12/2013,4/8/2013,,,,Dallas County WDA,Dallas,,
Texas,"Packers Sanitation Services, Inc.(PSSI)",Plainview,125,2/5/2013,2/1/2013,,,,South Plains WDA,Hale,,
Texas,Royal Appliance Mfg. Co.,El Paso,151,1/31/2013,3/31/2013,,,,Upper Rio Grande WDA,El Paso,,
Texas,Saks Fifth Avenue-Dallas,Dallas,123,1/31/2013,6/15/2013,,,,Dallas County WDA,Dallas,,
Texas,Flextronics Americas,Stafford,147,1/29/2013,4/1/2013,,,,Gulf Coast WDA,Fort Bend,,
Texas,Boeing Company,Houston,10,1/22/2013,3/22/2013,,,,Gulf Coast WDA,Harris,,
Texas,"GenOn Energy, Inc.",Houston,13,1/18/2013,3/21/2013,,,,Gulf Coast WDA,Harris,,
Texas,Vertis Communications-Dallas,Dallas,27,1/17/2013,4/1/2013,,,,Dallas County WDA,Dallas,,
Texas,JP Morgan Chase-Mortgage Bank,Coppell,121,1/14/2013,3/10/2013,,,,Dallas County WDA,Dallas,,
Texas,Gulf Coast Window Covering,Houston,135,1/11/2013,3/11/2013,,,,Gulf Coast WDA,Harris,,
Texas,Zimmer Spine,Austin,87,1/10/2013,3/15/2013,,,,Capital Area WDA,Travis,,
Texas,Macy's -Houston2,Houston,105,1/8/2013,3/5/2013,,,,Gulf Coast WDA,Harris,,
Texas,Visiting Nurse Association,Dallas,400,1/7/2013,1/7/2013,,,,Dallas County WDA,Dallas,,
Texas,ArjoHuntleigh,San Antonio,95,1/7/2013,3/8/2013,,,,Alamo WDA,Bexar,,
Texas,Corelogic-San Antonio,San Antonio,56,12/20/2012,3/1/2013,,,,Alamo WDA,Bexar,,
Texas,"GenOn Energy, Inc.",Houston,18,12/19/2012,3/1/2013,,,,Gulf Coast WDA,Harris,,
Texas,"Sikorsky Support Services, Inc.",Corpus Christi,456,12/18/2012,12/31/2013,,,,Coastal Bend WDA,Nueces,,
Texas,"NREIS of Texas, LLC",Dallas,5,12/18/2012,2/15/2013,,,,Dallas County WDA,Dallas,,
Texas,Reckitt Benckiser LLC,Ft. Worth,98,12/6/2012,2/5/2013,,,,Tarrant County WDA,Tarrant,,
Texas,"Air Products and Chemicals, Inc.",Pasadena,52,12/5/2012,1/31/2013,,,,Gulf Coast WDA,Harris,,
Texas,Bowie County Correctional Center,Texarkana,141,12/3/2012,2/13/2013,,,,North East Texas WDA,Bowie,,
Texas,"GenOn Energy, Inc.",Houston,28,12/3/2012,2/1/2013,,,,Gulf Coast WDA,Harris,,
Texas,Rave Cinemas LLC-(TSC),Dallas,54,11/28/2012,1/31/2013,,,,Dallas County WDA,Dallas,,
Texas,Texas Instruments - Dallas,Dallas,500,11/28/2012,11/28/2012,,,,Dallas County WDA,Dallas,,
Texas,Rice Epicurean Markets #204,Houston,50,11/26/2012,1/20/2013,,,,Gulf Coast WDA,Harris,,
Texas,Rice Epicurean Markets #207,Houston,50,11/26/2012,1/20/2013,,,,Gulf Coast WDA,Harris,,
Texas,Rice Epicurean Markets #202,Houston,92,11/26/2012,2/24/2013,,,,Gulf Coast WDA,Harris,,
Texas,Rice Epicurean Markets #206,Houston,70,11/26/2012,3/30/2013,,,,Gulf Coast WDA,Harris,,
Texas,Retama Park,Selma,296,11/20/2012,1/15/2013,,,,Alamo WDA,Bexar,,
Texas,Sears Holdings-Product Rebuild Center-Unit 7167,Woodlands,4,11/19/2012,1/15/2013,,,,Gulf Coast WDA,Montgomery,,
Texas,Hawker Beechcraft Services (HBS),San Antonio,67,11/19/2012,1/11/2013,,,,Alamo WDA,Bexar,,
Texas,Devon Energy Corporation,Houston,53,11/19/2012,12/31/2012,,,,Gulf Coast WDA,Harris,,
Texas,IronTiger Logistics,Garland,61,11/14/2012,12/31/2012,,,,Dallas County WDA,Dallas,,
Texas,"Champion Windows, Inc.",Houston,70,11/9/2012,1/9/2013,,,,Gulf Coast WDA,Harris,,
Texas,RockTenn-Tyler,Tyler,53,11/8/2012,1/5/2013,,,,East Texas WDA,Smith,,
Texas,Research in Motion Corporation(RIM),Irving,238,11/7/2012,11/7/2012,,,,Dallas County WDA,Dallas,,
Texas,Wingspan Portfolio Advisors,Dallas,459,11/6/2012,12/31/2012,,,,Dallas County WDA,Collin,,
Texas,Plains Cotton Coop. Assoc./American Cot. Growers,Littlefield,110,11/5/2012,1/5/2013,,,,South Plains WDA,Lamb,,
Texas,Werner Co.,Socorro,62,11/2/2012,12/31/2012,,,,Upper Rio Grande WDA,El Paso,,
Texas,Navistar Truck Group,Garland,600,11/1/2012,12/31/2012,,,,Dallas County WDA,Dallas,,
Texas,ATI Career Training Center - N. Richland Hills,Richland Hills,50,11/1/2012,12/31/2012,,,,Tarrant County WDA,Tarrant,,
Texas,ATI Career Training Center#275,Richland Hills,122,11/1/2012,12/31/2012,,,,Tarrant County WDA,Tarrant,,
Texas,"GenOn Energy, Inc.",Houston,33,11/1/2012,1/4/2012,,,,Gulf Coast WDA,Harris,,
Texas,"Neovia Logistics Services, LLC",McAllen,60,10/26/2012,12/31/2012,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,Sears Holdings-Product Rebuild Center-Unit 1457& 6957,Woodlands,117,10/24/2012,1/23/2013,,,,Gulf Coast WDA,Montgomery,,
Texas,Regency Hospital of Odessa,Odesssa,71,10/17/2012,12/31/2012,,,,Permian Basin WDA,Ector,,
Texas,Freshpoint,Austin,52,10/11/2012,12/16/2012,,,,Capital Area WDA,Travis,,
Texas,Ares Corporation,Houston,,10/9/2012,9/30/2012,,,,Gulf Coast WDA,Harris,,
Texas,"United Space Alliance, LLC - Webster",Webster,2,10/9/2012,12/7/2012,,,,Gulf Coast WDA,Harris,,
Texas,"United Space Alliance, LLC (JSC) - Houston2",Houston,3,10/9/2012,12/7/2012,,,,Gulf Coast WDA,Harris,,
