State,Company,City,Number of Workers,WARN Received Date,Effective Date,Closure/Layoff,Temporary/Permanent,Union,Region,County,Industry,Notes
Texas,Sport Clips - University Oaks,Round Rock,9,3/30/2020,3/28/2020,,,,Rural Capital WDA,Williamson,,
Texas,Sport Clips - Whitestone Blvd,Cedar Park,10,3/30/2020,3/28/2020,,,,Rural Capital WDA,Williamson,,
Texas,Sport Clips - Kyle Parkway,Kyle,12,3/30/2020,3/28/2020,,,,Rural Capital WDA,Hays,,
Texas,Sports Clips - San Antonio Rd,Buda,7,3/30/2020,3/28/2020,,,,Rural Capital WDA,Hays,,
Texas,Double Tree by Hilton Hotel,Austin,63,3/30/2020,3/13/2020,,,,Capital Area WDA,Travis,,
Texas,Sport Clips - Agnes St.,Bastrop,11,3/30/2020,3/28/2020,,,,Rural Capital WDA,Bastrop,,
Texas,Sport Clips - Rivery Blvd.,Georgetown,17,3/30/2020,3/28/2020,,,,Rural Capital WDA,Williamson,,
Texas,Drive Time - Houston,Houston,61,3/30/2020,3/30/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Hilton Houston Westchase,Houston,50,3/30/2020,3/27/2020,,,,Gulf Coast WDA,Harris,,
Texas,IKO Southwest LLC,Hillsboro,31,3/30/2020,3/30/2020,,,,Heart of Texas WDA,Hill,,
Texas,"EMI Industries, LLC",Arlington,30,3/30/2020,3/30/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Sport Clips - N. Mopac,Austin,12,3/30/2020,3/28/2020,,,,Capital Area WDA,Travis,,
Texas,Sport clips - Bee Caves,Austin,6,3/30/2020,3/28/2020,,,,Capital Area WDA,Travis,,
Texas,Sport Clips - Lakeline,Austin,9,3/30/2020,3/28/2020,,,,Capital Area WDA,Travis,,
Texas,Sport Clips - Hwy. 290,Austin,13,3/30/2020,3/28/2020,,,,Capital Area WDA,Travis,,
Texas,Suitssupply-Dallas,Dallas,19,3/29/2020,3/29/2020,,,,Dallas County WDA,Dallas,,
Texas,Suitsupply-Austin,Austin,7,3/29/2020,3/29/2020,,,,Capital Area WDA,Travis,,
Texas,Ahern Rentals-El Paso,El Paso,1,3/28/2020,3/30/2020,,,,Borderplexjobs WDA,El Paso,,
Texas,Ahern Rentals-Corpus Christi.,Corpus Ch,1,3/28/2020,3/30/2020,,,,Coastal Bend WDA,Nueces,,
Texas,Ahern Rentals-Irving,Irving,12,3/28/2020,3/30/2020,,,,Dallas County WDA,Dallas,,
Texas,Ahern Rentals-Lubbock,Lubbock,1,3/28/2020,3/30/2020,,,,South Plains WDA,Lubbock,,
Texas,Ahern Rentals-Houston,Houston,12,3/28/2020,3/30/2020,,,,Gulf Coast WDA,Harris,,
Texas,Ahern Rentals-Ft Worth,Fort Worth,3,3/28/2020,3/30/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Ahern Rentals-San Antonio,San Antonio,2,3/28/2020,3/30/2020,,,,Alamo WDA,Bexar,,
Texas,Paper Source-N. Lamar,Austin,12,3/27/2020,3/29/2020,,,,Capital Area WDA,Travis,,
Texas,Down on Grayson,San Antonio,75,3/27/2020,3/18/2020,,,,Alamo WDA,Bexar,,
Texas,DriveTime Automotive-Houston,Houston,61,3/27/2020,3/30/2020,,,,Gulf Coast WDA,Harris,,
Texas,Westin Stonbriar Hotel,Frisco,123,3/27/2020,3/20/2020,,,,North Central Texas WDA,Collin,,
Texas,Paper Source-Southlake,Southlake,6,3/27/2020,3/29/2020,,,,Tarrant County WDA,Denton,,
Texas,"Charbonneau Industries, Inc.",Houston,60,3/27/2020,4/10/2020,,,,Gulf Coast WDA,Harris,,
Texas,Paper Source-Palm Way,Austin,10,3/27/2020,3/29/2020,,,,Capital Area WDA,Travis,,
Texas,Charbonneau Ind.-Warehouse,Houston,20,3/27/2020,4/10/2020,,,,Gulf Coast WDA,Harris,,
Texas,Trico Products,Brownsville,212,3/27/2020,3/30/2020,,,,Cameron County WDA,Cameron,,
Texas,Paper Source,Dallas,11,3/27/2020,3/29/2020,,,,Dallas County WDA,Dallas,,
Texas,Pinnacle Logistics,Dallas,134,3/27/2020,3/28/2020,,,,Dallas County WDA,Dallas,,
Texas,Dorman Milano Hat Co.,Dallas,20,3/27/2020,3/31/2020,,,,Dallas County WDA,Dallas,,
Texas,Paper Source-Cole Ave,Dallas,10,3/27/2020,3/29/2020,,,,Dallas County WDA,Dallas,,
Texas,Paper Source-Town and Country,Houston,10,3/27/2020,3/29/2020,,,,Gulf Coast WDA,Harris,,
Texas,Paper Source-Plano,Plano,8,3/27/2020,3/29/2020,,,,North Central Texas WDA,Collin,,
Texas,Rosewood Mansion,Dallas,1,3/27/2020,3/27/2020,,,,Dallas County WDA,Dallas,,
Texas,Paper Source-Westheimer,Houston,17,3/27/2020,3/29/2020,,,,Gulf Coast WDA,Harris,,
Texas,"Compeat, Inc.",Austin,56,3/27/2020,3/31/2020,,,,Capital Area WDA,Travis,,
Texas,Pappasito's 24,Dallas,42,3/26/2020,3/16/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Pappasito's 01,Houston,86,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappadeaux Seafood Kitchen 34,Pharr,201,3/26/2020,3/25/2020,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,Pappas Delta Blues,Plano,75,3/26/2020,3/21/2020,,,,North Central Texas WDA,Collin,,
Texas,Pappadeaux Seafood Kitchen 35,Dallas,88,3/26/2020,3/19/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Pappadeaux Seafood Kitchen 42,Dallas,113,3/26/2020,3/16/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Pappasito's 02,Houston,106,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Harris,,
Texas,Tinseltown USA El Paso,El Paso,108,3/26/2020,3/26/2020,,,,Borderplexjobs WDA,El Paso,,
Texas,Pappas Bar-B-Q 24,Duncanville,62,3/26/2020,3/16/2020,,,,Dallas County WDA,Dallas,,
Texas,Cinemark 12 Pearland,Pearland,37,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Brazoria,,
Texas,Pappasito's 10,Houston,169,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappasito's 12,Houston,128,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappas Catering Dallas,Richardson,11,3/26/2020,3/24/2020,,,,Dallas County WDA,Dallas,,
Texas,Spitzer Industries-Brookshire,Brookshire,53,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Waller,,
Texas,Pappasito's 06,Humble,150,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappadeaux Seafood Kitchen 03,Austin,125,3/26/2020,3/22/2020,,,,Capital Area WDA,Travis,,
Texas,The Pearl South Padre,South Padre Is.,105,3/26/2020,3/27/2020,,,,Cameron County WDA,Cameron,,
Texas,Tinseltown Movies 17,Grapevine,70,3/26/2020,3/26/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Pappas Bar-B-Q 05,Dallas,35,3/26/2020,3/16/2020,,,,Dallas County WDA,Dallas,,
Texas,Pappasito's 20,Dallas,91,3/26/2020,3/16/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Pappas Bros. Steakhouse 2,Dallas,101,3/26/2020,3/19/2020,,,,Dallas County WDA,Dallas,,
Texas,Pappasito's 07,Houston,95,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappasito's 08,Houston,151,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Cinemark 12 Sherman,Sherman,39,3/26/2020,3/26/2020,,,,Texoma WDA,Grayson,,
Texas,Little Pappasito's,Houston,109,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Century 12 Abilene,Abilene,23,3/26/2020,3/26/2020,,,,West Central WDA,Jones,,
Texas,Pappasito's 15,Ft. Worth,136,3/26/2020,4/17/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Pappadeaux Seafood Kitchen 27,Shenandoah,186,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Montgomery,,
Texas,Pappadeaux Seafood Kitchen 22,Houston,99,3/26/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappadeaux Seafood Kitchen 10,Houston,167,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappadeaux Seafood Kitchen 11,Dallas,165,3/26/2020,3/21/2020,,,,Dallas County WDA,Dallas,,
Texas,Pappadeaux Seafood Kitchen 07,Richardson,180,3/26/2020,3/16/2020,,,,Dallas County WDA,Dallas,,
Texas,Pappadeaux Seafood Kitchen 32,Houston,78,3/26/2020,3/22/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappas Catering Austin,Austin,17,3/26/2020,3/24/2020,,,,Capital Area WDA,Travis,,
Texas,Cinemark Montana 14,El Paso,74,3/26/2020,3/26/2020,,,,Borderplexjobs WDA,El Paso,,
Texas,Pappasito's 09,Austin,128,3/26/2020,3/16/2020,,,,Capital Area WDA,Travis,,
Texas,Pappadeaux Seafood Kitchen 09,Houston,184,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappadeaux Seafood Kitchen 12,San Antonio,213,3/26/2020,3/25/2020,,,,Alamo WDA,Bexar,,
Texas,Cinemark West,El Paso,66,3/26/2020,3/26/2020,,,,Borderplexjobs WDA,El Paso,,
Texas,Pappadeaux Seafood Kitchen 1,Houston,95,3/26/2020,3/21/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappadeaux Seafood Kitchen 39,Austin,123,3/26/2020,3/17/2020,,,,Capital Area WDA,Travis,,
Texas,Pappadeaux Seafood Kitchen 05,Stafford,178,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappadeaux Seafood Kitchen 06,Dallas,146,3/26/2020,3/22/2020,,,,Dallas County WDA,Dallas,,
Texas,Pappasito's 13,Dallas,121,3/26/2020,3/16/2020,,,,Dallas County WDA,Dallas,,
Texas,Pappadeaux Seafood Kitchen 16,Fort Worth,186,3/26/2020,3/17/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Pappadeaux Seafood Kitchen 18,Bedford,90,3/26/2020,3/21/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Pappadeaux Seafood Kitchen 36,Grapevine,154,3/26/2020,,,,,Tarrant County WDA,Tarrant,,
Texas,Pappadeaux Seafood Kitchen 29,Duncanville,161,3/26/2020,3/16/2020,,,,Dallas County WDA,Dallas,,
Texas,Pappadeaux Seafood Kitchen 41,Houston,113,3/26/2020,3/17/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappadeaux Seafood Kitchen 37,Houston,140,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Cinemark Movie Bistro,El Paso,35,3/26/2020,3/26/2020,,,,Borderplexjobs WDA,El Paso,,
Texas,Pappadeaux Seafood Kitchen 02,Houston,100,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappadeaux Seafood Kitchen 08,Arlington,155,3/26/2020,3/18/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Pappadeaux Seafood Kitchen 40,San Antonio,231,3/26/2020,3/25/2020,,,,Alamo WDA,Bexar,,
Texas,Cinemark Abilene,Abilene,36,3/26/2020,3/26/2020,,,,West Central WDA,Jones,,
Texas,Pappasito's 05,Richardson,116,3/26/2020,3/16/2020,,,,Dallas County WDA,Dallas,,
Texas,Pappadeaux Seafood Kitchen 28,Houston,74,3/26/2020,3/19/2020,,,,Gulf Coast WDA,Harris,,
Texas,Cielo Vista Mall 14,El Paso,53,3/26/2020,3/26/2020,,,,Borderplexjobs WDA,El Paso,,
Texas,Pappadeaux Seafood Kitchen 21,Dallas,165,3/26/2020,3/16/2020,,,,North Central Texas WDA,Collin,,
Texas,Pappas Catering San Antonio,San Antonio,27,3/26/2020,3/24/2020,,,,Alamo WDA,Bexar,,
Texas,Pappasito's 16,Arlington,127,3/26/2020,3/18/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Pappas Delta Blues - Houston,Webster,97,3/26/2020,3/21/2020,,,,Gulf Coast WDA,Harris,,
Texas,Cornerstone Community-Weatherford,Weatherford,4,3/26/2020,5/29/2020,,,,North Central Texas WDA,Parker,,
Texas,Cornerstone Community-Mulberry,Decatur,7,3/26/2020,5/29/2020,,,,North Central Texas WDA,Wise,,
Texas,Cornerstone Community-Mineral Wells,Mineral Wells,10,3/26/2020,5/29/2020,,,,North Central Texas WDA,Palo Pinto,,
Texas,Cornerstone Community-Boyd,Boyd,4,3/26/2020,5/29/2020,,,,North Central Texas WDA,Wise,,
Texas,Cornerstone Community-Decatur,Decatur,2,3/26/2020,5/29/2020,,,,North Central Texas WDA,Wise,,
Texas,Pappasito's 03,Sugarland,135,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Tinseltown Lubbock,Lubbock,67,3/26/2020,3/26/2020,,,,South Plains WDA,Lubbock,,
Texas,Cinemark Pharr 16,Pharr,54,3/26/2020,3/26/2020,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,Pappas Burger 1,Houston,90,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Cinemark - Allen 16,Allen,53,3/26/2020,3/26/2020,,,,North Central Texas WDA,Collin,,
Texas,Movies 12 Texas City,Texas City,26,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Galveston,,
Texas,Tinseltown Jacinto City,Houston,50,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Harris,,
Texas,Ridgmar 13,Fort Worth,56,3/26/2020,3/26/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Tinseltown The Woodlands,The Woodlands,71,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Montgomery,,
Texas,Cinemark San Antonio 16,San Antonio,21,3/26/2020,3/26/2020,,,,Alamo WDA,Bexar,,
Texas,Tinseltown USA 290,Houston,78,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Harris,,
Texas,"Cinemark 14 Wichita
 
 Falls",Wichita Falls,46,3/26/2020,3/26/2020,,,,North Texas WDA,Archer,,
Texas,Pappas Bar-B-Q 14,Houston,40,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappas Bros. Steakhouse 3,Houston,94,3/26/2020,3/17/2020,,,,Gulf Coast WDA,Harris,,
Texas,Cinemark Frisco Square,Frisco,64,3/26/2020,3/26/2020,,,,North Central Texas WDA,Collin,,
Texas,Pappas Bar-B-Q 15,Houston,19,3/26/2020,3/20/2020,,,,Gulf Coast WDA,Harris,,
Texas,Movies 14 McKinney,McKinney,45,3/26/2020,3/26/2020,,,,North Central Texas WDA,Collin,,
Texas,Pappas Bar-B-Q 19,Houston,29,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappas Bar-B-Q 20,Houston,40,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappas Bar-B-Q 21,Houston,17,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,CUT! by Cinemark,Frisco,172,3/26/2020,3/26/2020,,,,North Central Texas WDA,Collin,,
Texas,Cinemark West Plano,Plano,165,3/26/2020,3/26/2020,,,,North Central Texas WDA,Collin,,
Texas,Pappas Bar-B-Q 22,Houston,40,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Cinema 6 Cleburn,Cleburne,15,3/26/2020,3/26/2020,,,,North Central Texas WDA,Johnson,,
Texas,Subway - (Pappas HOU Airport),Houston,85,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Cinema 6 Stephenville,Stephenville,20,3/26/2020,3/26/2020,,,,North Central Texas WDA,Erath,,
Texas,Cinemark Central Plano,Plano,52,3/26/2020,3/26/2020,,,,North Central Texas WDA,Collin,,
Texas,Pappas Bros. Steakhouse 1,Houston,110,3/26/2020,3/21/2020,,,,Gulf Coast WDA,Harris,,
Texas,"Cinemark 15 @ Vista
 
 Ridge Mall",Lewisville,39,3/26/2020,3/26/2020,,,,North Central Texas WDA,Denton,,
Texas,Cinemark 14 Roanoke,Roanoke,69,3/26/2020,3/26/2020,,,,Tarrant County WDA,Denton,,
Texas,Cinemark 14 Denton,Denton,52,3/26/2020,3/26/2020,,,,North Central Texas WDA,Denton,,
Texas,Cinemark 14 Cedar Hill,Cedar Hill,29,3/26/2020,3/26/2020,,,,Dallas County WDA,Dallas,,
Texas,Cinemark (The Legacy),Plano,96,3/26/2020,3/26/2020,,,,North Central Texas WDA,Collin,,
Texas,Main Place 6,McAllen,17,3/26/2020,3/26/2020,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,Pappas Bar-B-Q 23,Pasadena,47,3/26/2020,3/17/2020,,,,Gulf Coast WDA,Harris,,
Texas,Barry's Pizza (Pappas),Houston,23,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Dot Coffee Shop (Pappas -Woodridge),Houston,88,3/26/2020,3/20/2020,,,,Gulf Coast WDA,Harris,,
Texas,Dot Coffee Shop (Pappas -Federal),Houston,80,3/26/2020,3/20/2020,,,,Gulf Coast WDA,Harris,,
Texas,Yia Yia Mary's Greek Kitchen (Pappas - San Felipe),Houston,83,3/26/2020,3/21/2020,,,,Gulf Coast WDA,Harris,,
Texas,Yia Yia Mary's Greek Kitchen (Pappas - Airport),Houston,18,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Chick-fll-A (Pappas),Houston,33,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Dunkin Donuts/Baskin Robbins (Pappas),Houston,23,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Gordon's Galley (Pappas),Houston,24,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Cinemark Edinburg,Edinburg,64,3/26/2020,3/26/2020,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,Ruby's (Pappas),Houston,87,3/26/2020,3/20/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappas Seafood House (NASA),Webster,149,3/26/2020,3/17/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappas Restaurants Corporate,Houston,124,3/26/2020,3/20/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappas Distribution/Trades Offices - 1,Houston,129,3/26/2020,3/27/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappas Distribution/Trades Offices - 2,Houston,23,3/26/2020,3/27/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappas Distribution/Trades Offices - 3,Houston,60,3/26/2020,3/27/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappas Bread and Dessert Bakeries,Houston,99,3/26/2020,3/11/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappas Pappas Bar-B-Q Catering,Houston,20,3/26/2020,3/24/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappas Catering Houston,Houston,25,3/26/2020,3/24/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappas Confectionary/ Delivery,Houston,107,3/26/2020,3/25/2020,,,,Gulf Coast WDA,Harris,,
Texas,Hunan (Pappas),Houston,19,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Movies 4,Big Spring,11,3/26/2020,3/26/2020,,,,Permian Basin WDA,Howard,,
Texas,Movies 10 Weslaco,Weslaco,32,3/26/2020,3/26/2020,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,Movies 17,McAllen,28,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Hidalgo,,
Texas,Little Pappas Seafood House,Houston,52,3/26/2020,3/21/2020,,,,Gulf Coast WDA,Harris,,
Texas,Town Centre Cinema 6,Plainview,12,3/26/2020,3/26/2020,,,,South Plains WDA,Hale,,
Texas,Movies 16,Lubbock,30,3/26/2020,3/26/2020,,,,South Plains WDA,Lubbock,,
Texas,Cinemark Cedar Park 12,Cedar Park,72,3/26/2020,3/26/2020,,,,Rural Capital WDA,Williamson,,
Texas,Pappas Burger 2,Houston,112,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Harris,,
Texas,Tinseltown USA Beaumont,Beaumont,68,3/26/2020,3/26/2020,,,,South East Texas WDA,Jefferson,,
Texas,Pappas Shrimp Shack,Houston,46,3/26/2020,3/20/2020,,,,Gulf Coast WDA,Harris,,
Texas,Cinemark 14 Round Rock,Round Rock,52,3/26/2020,3/26/2020,,,,Rural Capital WDA,Williamson,,
Texas,Mall de Las Aguilas 7,Eagle Pass,23,3/26/2020,3/26/2020,,,,Middle Rio Grande WDA,Maverick,,
Texas,Century 12 Odessa,Odessa,24,3/26/2020,3/26/2020,,,,Permian Basin WDA,Ector,,
Texas,Hollywood USA - Amarillo,Amarillo,35,3/26/2020,3/26/2020,,,,Panhandle WDA,Potter,,
Texas,Movies 8 Paris,Paris,15,3/26/2020,3/26/2020,,,,North East Texas WDA,Lamar,,
Texas,Cinemark 14 Texarkana,Texarkana,48,3/26/2020,3/26/2020,,,,North East Texas WDA,Bowie,,
Texas,Movies 8 Del Rio,Del Rio,21,3/26/2020,3/26/2020,,,,Middle Rio Grande WDA,Val Verde,,
Texas,Pappas Seafood House (FM 1960),Humble,152,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Tinseltown Mission,Mission,23,3/26/2020,3/26/2020,,,,Lower Rio Grande Valley WDA,Hidalgo,,
Texas,"Cinemark Rockwall 14
 
 and XD",Rockwall,54,3/26/2020,3/26/2020,,,,North Central Texas WDA,Rockwall,,
Texas,Movies 8 Round Rock,Round Rock,23,3/26/2020,3/26/2020,,,,Rural Capital WDA,Williamson,,
Texas,Pappas Bar-B-Q 06,Houston,39,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,"Cinemark Southpark
 
 Meadows",Austin,58,3/26/2020,3/26/2020,,,,Capital Area WDA,Travis,,
Texas,Fossil Group,Dallas,222,3/26/2020,3/30/2020,,,,Dallas County WDA,Dallas,,
Texas,Kirchhoff Automotive,Garland,148,3/26/2020,3/20/2020,,,,Dallas County WDA,Dallas,,
Texas,"Hollywood USA Movies 
 
 15",Garland,20,3/26/2020,3/26/2020,,,,Dallas County WDA,Dallas,,
Texas,Pappas Bar-B-Q 02,Houston,50,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Cinemark Grand Prairie,Grand Prairie,54,3/26/2020,3/26/2020,,,,Dallas County WDA,Dallas,,
Texas,Pappas Bar-B-Q 03,Houston,32,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Lewis Energy-Encinal,Encinal,187,3/26/2020,5/1/2020,,,,Middle Rio Grande WDA,La Salle,,
Texas,Cinemark McKinney,McKinney,67,3/26/2020,3/26/2020,,,,North Central Texas WDA,Collin,,
Texas,"Tincup Water Solutions, LLC",Stockdale,127,3/26/2020,3/24/2020,,,,Alamo WDA,Wilson,,
Texas,McCreless Mall 10,San Antonio,21,3/26/2020,3/26/2020,,,,Alamo WDA,Bexar,,
Texas,North East Mall 18,Hurst,62,3/26/2020,3/26/2020,,,,Tarrant County WDA,Tarrant,,
Texas,Tinseltown San Angelo,San Angelo,47,3/26/2020,3/26/2020,,,,Concho Valley WDA,Tom Green,,
Texas,Harker Heights 16,Harker Heights,48,3/26/2020,3/26/2020,,,,Central Texas WDA,Bell,,
Texas,Cinemark Temple 12,Temple,43,3/26/2020,3/26/2020,,,,Central Texas WDA,Bell,,
Texas,"Cinemark Stone Hill
 
 Town Center",Pflugerville,29,3/26/2020,3/26/2020,,,,Capital Area WDA,Travis,,
Texas,Cinemark 12 and XD,Mansfield,53,3/26/2020,3/26/2020,,,,Tarrant County WDA,Johnson,,
Texas,Pappas Bar-B-Q 04,Houston,58,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappasito's 19,Houston,28,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappasito's 18,Houston,29,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Suitsupply-Houston,Houston,15,3/26/2020,3/29/2020,,,,Gulf Coast WDA,Harris,,
Texas,Suitsupply-The Woodlands,The Woodlands,6,3/26/2020,3/29/2020,,,,Gulf Coast WDA,Montgomery,,
Texas,Cinemark 12 Cypress,Cypress,67,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Harris,,
Texas,Brazos Town Center 12,Rosenberg,34,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Pappasito's 14,Houston,128,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Victoria Mall,Victoria,23,3/26/2020,3/26/2020,,,,Golden Crescent WDA,Victoria,,
Texas,Hydraulic Fracturing Facility,Midland,388,3/26/2020,3/26/2020,,,,Permian Basin WDA,Midland,,
Texas,Suitsupply-Plano,Plano,9,3/26/2020,3/29/2020,,,,North Central Texas WDA,Collin,,
Texas,Pappas Bar-B-Q 08,Houston,43,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Pappasito's 21,Houston,117,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Cinemark Lufkin 12,Lufkin,28,3/26/2020,3/26/2020,,,,Deep East Texas WDA,Angelina,,
Texas,Pappasito's 22,Houston,117,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Movies 14 Lancaster,Lancaster,54,3/26/2020,3/26/2020,,,,Dallas County WDA,Dallas,,
Texas,Pappasito's 23,Shenandoah,180,3/26/2020,3/17/2020,,,,Gulf Coast WDA,Montgomery,,
Texas,Pappas Bar-B-Q 01,Houston,44,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,MicroStar Quality Services,Eagle Pass,74,3/26/2020,3/27/2020,,,,Middle Rio Grande WDA,Maverick,,
Texas,Athens Cinema 4,Athens,9,3/26/2020,3/26/2020,,,,East Texas WDA,Henderson,,
Texas,Cinemark Webster,Webster,77,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Harris,,
Texas,"Cinemark at Market
 
 Street",The Woodlands,15,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Montgomery,,
Texas,Cinemark Brownsville,Brownsville,57,3/26/2020,3/26/2020,,,,Cameron County WDA,Cameron,,
Texas,Cinemark Houston,Houston,53,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Harris,,
Texas,Movies 10 Brownsville,Brownsville,30,3/26/2020,3/26/2020,,,,Cameron County WDA,Cameron,,
Texas,"Cinemark New Caney
 
 and XD",New Caney,43,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Montgomery,,
Texas,Cinemark 17,Dallas,58,3/26/2020,3/26/2020,,,,Dallas County WDA,Dallas,,
Texas,Cinemark 19,Katy,61,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Fort Bend,,
Texas,Tinseltown USA Pflugerville,Pflugerville,97,3/26/2020,3/26/2020,,,,Capital Area WDA,Travis,,
Texas,Cinemark Harlingen,Harlingen,68,3/26/2020,3/26/2020,,,,Cameron County WDA,Cameron,,
Texas,"Cinemark Spring Town
 
 Center",Spring,27,3/26/2020,3/26/2020,,,,Gulf Coast WDA,Harris,,
Texas,Movies 18,College Station,69,3/26/2020,3/26/2020,,,,Brazos Valley WDA,Brazos,,
Texas,Pappas Bar-B-Q 09,Humble,59,3/26/2020,3/16/2020,,,,Gulf Coast WDA,Harris,,
Texas,Century 16 XD and IMAX,Corpus Christi,88,3/26/2020,3/26/2020,,,,Coastal Bend WDA,Nueces,,
Texas,"Cinemark Hill Country
 
 Galleria",Austin,44,3/26/2020,3/26/2020,,,,Capital Area WDA,Travis,,
