,snap,isPartial,region,metroCode
2020-02-02,41.0,False,US-NJ,724
2020-02-09,52.0,False,US-NJ,724
2020-02-16,31.0,False,US-NJ,724
2020-02-23,59.0,False,US-NJ,724
2020-03-01,30.0,False,US-NJ,724
2020-03-08,40.0,False,US-NJ,724
2020-03-15,39.0,False,US-NJ,724
2020-03-22,27.0,False,US-NJ,724
2020-03-29,35.0,False,US-NJ,724
2020-04-05,35.0,False,US-NJ,724
2020-04-12,68.0,False,US-NJ,724
2020-04-19,35.0,False,US-NJ,724
2020-04-26,27.0,False,US-NJ,724
2020-05-03,43.0,False,US-NJ,724
2020-05-10,46.0,False,US-NJ,724
2020-05-17,39.0,False,US-NJ,724
2020-05-24,20.0,False,US-NJ,724
2020-05-31,41.0,False,US-NJ,724
2020-06-07,70.0,False,US-NJ,724
2020-06-14,41.0,False,US-NJ,724
2020-06-21,63.0,False,US-NJ,724
2020-06-28,22.0,False,US-NJ,724
2020-07-05,43.0,False,US-NJ,724
2020-07-12,54.0,False,US-NJ,724
2020-07-19,65.0,False,US-NJ,724
2020-07-26,11.0,False,US-NJ,724
2020-08-02,55.0,False,US-NJ,724
2020-08-09,53.0,False,US-NJ,724
2020-08-16,65.0,False,US-NJ,724
2020-08-23,62.0,False,US-NJ,724
2020-08-30,61.0,False,US-NJ,724
2020-09-06,39.0,False,US-NJ,724
2020-09-13,19.0,False,US-NJ,724
2020-09-20,29.0,False,US-NJ,724
2020-09-27,0.0,False,US-NJ,724
2020-10-04,63.0,False,US-NJ,724
2020-10-11,100.0,False,US-NJ,724
2020-10-18,22.0,False,US-NJ,724
2020-10-25,76.0,False,US-NJ,724
2020-11-01,43.0,False,US-NJ,724
2020-11-08,42.0,False,US-NJ,724
2020-11-15,43.0,False,US-NJ,724
2020-11-22,33.0,False,US-NJ,724
2020-11-29,73.0,False,US-NJ,724
2020-12-06,95.0,False,US-NJ,724
2020-12-13,85.0,False,US-NJ,724
2020-12-20,48.0,False,US-NJ,724
2020-12-27,70.0,False,US-NJ,724
2020-01-05,14.0,False,US-NJ,687
2020-01-12,42.0,False,US-NJ,687
2020-01-19,14.0,False,US-NJ,687
2020-01-26,42.0,False,US-NJ,687
2020-02-02,14.0,False,US-NJ,687
2020-02-09,28.0,False,US-NJ,687
2020-02-16,0.0,False,US-NJ,687
2020-02-23,41.0,False,US-NJ,687
2020-03-01,27.0,False,US-NJ,687
2020-03-08,13.0,False,US-NJ,687
2020-03-15,39.0,False,US-NJ,687
2020-03-22,12.0,False,US-NJ,687
2020-03-29,58.0,False,US-NJ,687
2020-04-05,35.0,False,US-NJ,687
2020-04-12,57.0,False,US-NJ,687
2020-04-19,47.0,False,US-NJ,687
2020-04-26,36.0,False,US-NJ,687
2020-05-03,24.0,False,US-NJ,687
2020-05-10,99.0,False,US-NJ,687
2020-05-17,27.0,False,US-NJ,687
2020-05-24,57.0,False,US-NJ,687
2020-05-31,54.0,False,US-NJ,687
2020-06-07,41.0,False,US-NJ,687
2020-06-14,71.0,False,US-NJ,687
2020-06-21,56.0,False,US-NJ,687
2020-06-28,29.0,False,US-NJ,687
2020-07-05,29.0,False,US-NJ,687
2020-07-12,43.0,False,US-NJ,687
2020-07-19,58.0,False,US-NJ,687
2020-07-26,29.0,False,US-NJ,687
2020-08-02,45.0,False,US-NJ,687
2020-08-09,29.0,False,US-NJ,687
2020-08-16,100.0,False,US-NJ,687
2020-08-23,43.0,False,US-NJ,687
2020-08-30,41.0,False,US-NJ,687
2020-09-06,42.0,False,US-NJ,687
2020-09-13,67.0,False,US-NJ,687
2020-09-20,13.0,False,US-NJ,687
2020-09-27,56.0,False,US-NJ,687
2020-10-04,43.0,False,US-NJ,687
2020-10-11,90.0,False,US-NJ,687
2020-10-18,30.0,False,US-NJ,687
2020-10-25,15.0,False,US-NJ,687
2020-11-01,12.0,False,US-NJ,687
2020-11-08,44.0,False,US-NJ,687
2020-11-15,59.0,False,US-NJ,687
2020-11-22,30.0,False,US-NJ,687
2020-11-29,72.0,False,US-NJ,687
2020-12-06,0.0,False,US-NJ,687
2020-12-13,30.0,False,US-NJ,687
2020-12-20,49.0,False,US-NJ,687
2020-12-27,0.0,False,US-NJ,687
2020-01-05,48.0,False,US-NM,564
2020-01-12,33.0,False,US-NM,564
2020-01-19,77.0,False,US-NM,564
2020-01-26,27.0,False,US-NM,564
2020-02-02,7.0,False,US-NM,564
2020-02-09,34.0,False,US-NM,564
2020-02-16,40.0,False,US-NM,564
2020-02-23,59.0,False,US-NM,564
2020-03-01,46.0,False,US-NM,564
2020-03-08,47.0,False,US-NM,564
2020-03-15,57.0,False,US-NM,564
2020-03-22,80.0,False,US-NM,564
2020-03-29,92.0,False,US-NM,564
2020-04-05,61.0,False,US-NM,564
2020-04-12,63.0,False,US-NM,564
2020-04-19,70.0,False,US-NM,564
2020-04-26,48.0,False,US-NM,564
2020-05-03,60.0,False,US-NM,564
2020-05-10,73.0,False,US-NM,564
2020-05-17,94.0,False,US-NM,564
2020-05-24,100.0,False,US-NM,564
2020-05-31,33.0,False,US-NM,564
2020-06-07,67.0,False,US-NM,564
2020-06-14,73.0,False,US-NM,564
2020-06-21,27.0,False,US-NM,564
2020-06-28,99.0,False,US-NM,564
2020-07-05,70.0,False,US-NM,564
2020-07-12,85.0,False,US-NM,564
2020-07-19,35.0,False,US-NM,564
2020-07-26,55.0,False,US-NM,564
2020-08-02,71.0,False,US-NM,564
2020-08-09,35.0,False,US-NM,564
2020-08-16,50.0,False,US-NM,564
2020-08-23,47.0,False,US-NM,564
2020-08-30,81.0,False,US-NM,564
2020-09-06,55.0,False,US-NM,564
2020-09-13,59.0,False,US-NM,564
2020-09-20,33.0,False,US-NM,564
2020-09-27,96.0,False,US-NM,564
2020-10-04,28.0,False,US-NM,564
2020-10-11,66.0,False,US-NM,564
2020-10-18,44.0,False,US-NM,564
2020-10-25,29.0,False,US-NM,564
2020-11-01,35.0,False,US-NM,564
2020-11-08,41.0,False,US-NM,564
2020-11-15,57.0,False,US-NM,564
2020-11-22,36.0,False,US-NM,564
2020-11-29,34.0,False,US-NM,564
2020-12-06,41.0,False,US-NM,564
2020-12-13,70.0,False,US-NM,564
2020-12-20,30.0,False,US-NM,564
2020-12-27,56.0,False,US-NM,564
2020-01-05,58.0,False,US-NM,515
2020-01-12,40.0,False,US-NM,515
2020-01-19,70.0,False,US-NM,515
2020-01-26,56.0,False,US-NM,515
2020-02-02,66.0,False,US-NM,515
2020-02-09,80.0,False,US-NM,515
2020-02-16,87.0,False,US-NM,515
2020-02-23,34.0,False,US-NM,515
2020-03-01,53.0,False,US-NM,515
2020-03-08,56.0,False,US-NM,515
2020-03-15,29.0,False,US-NM,515
2020-03-22,47.0,False,US-NM,515
2020-03-29,79.0,False,US-NM,515
2020-04-05,100.0,False,US-NM,515
2020-04-12,75.0,False,US-NM,515
2020-04-19,58.0,False,US-NM,515
2020-04-26,66.0,False,US-NM,515
2020-05-03,70.0,False,US-NM,515
2020-05-10,80.0,False,US-NM,515
2020-05-17,77.0,False,US-NM,515
2020-05-24,63.0,False,US-NM,515
2020-05-31,50.0,False,US-NM,515
2020-06-07,38.0,False,US-NM,515
2020-06-14,52.0,False,US-NM,515
2020-06-21,52.0,False,US-NM,515
2020-06-28,74.0,False,US-NM,515
2020-07-05,57.0,False,US-NM,515
2020-07-12,91.0,False,US-NM,515
2020-07-19,70.0,False,US-NM,515
2020-07-26,66.0,False,US-NM,515
2020-08-02,74.0,False,US-NM,515
2020-08-09,85.0,False,US-NM,515
2020-08-16,63.0,False,US-NM,515
2020-08-23,66.0,False,US-NM,515
2020-08-30,45.0,False,US-NM,515
2020-09-06,74.0,False,US-NM,515
2020-09-13,38.0,False,US-NM,515
2020-09-20,49.0,False,US-NM,515
2020-09-27,40.0,False,US-NM,515
2020-10-04,42.0,False,US-NM,515
2020-10-11,23.0,False,US-NM,515
2020-10-18,63.0,False,US-NM,515
2020-10-25,46.0,False,US-NM,515
2020-11-01,32.0,False,US-NM,515
2020-11-08,60.0,False,US-NM,515
2020-11-15,76.0,False,US-NM,515
2020-11-22,59.0,False,US-NM,515
2020-11-29,43.0,False,US-NM,515
2020-12-06,34.0,False,US-NM,515
2020-12-13,52.0,False,US-NM,515
2020-12-20,42.0,False,US-NM,515
2020-12-27,58.0,False,US-NM,515
2020-01-05,80.0,False,US-NM,510
2020-01-12,73.0,False,US-NM,510
2020-01-19,62.0,False,US-NM,510
2020-01-26,59.0,False,US-NM,510
2020-02-02,70.0,False,US-NM,510
2020-02-09,75.0,False,US-NM,510
2020-02-16,79.0,False,US-NM,510
2020-02-23,70.0,False,US-NM,510
2020-03-01,74.0,False,US-NM,510
2020-03-08,64.0,False,US-NM,510
2020-03-15,50.0,False,US-NM,510
2020-03-22,68.0,False,US-NM,510
2020-03-29,86.0,False,US-NM,510
2020-04-05,87.0,False,US-NM,510
2020-04-12,66.0,False,US-NM,510
2020-04-19,96.0,False,US-NM,510
2020-04-26,67.0,False,US-NM,510
2020-05-03,75.0,False,US-NM,510
2020-05-10,70.0,False,US-NM,510
2020-05-17,67.0,False,US-NM,510
2020-05-24,49.0,False,US-NM,510
2020-05-31,72.0,False,US-NM,510
2020-06-07,71.0,False,US-NM,510
2020-06-14,77.0,False,US-NM,510
2020-06-21,68.0,False,US-NM,510
2020-06-28,74.0,False,US-NM,510
2020-07-05,58.0,False,US-NM,510
2020-07-12,69.0,False,US-NM,510
2020-07-19,74.0,False,US-NM,510
2020-07-26,59.0,False,US-NM,510
2020-08-02,59.0,False,US-NM,510
2020-08-09,80.0,False,US-NM,510
2020-08-16,100.0,False,US-NM,510
2020-08-23,62.0,False,US-NM,510
2020-08-30,71.0,False,US-NM,510
2020-09-06,63.0,False,US-NM,510
2020-09-13,59.0,False,US-NM,510
2020-09-20,84.0,False,US-NM,510
2020-09-27,47.0,False,US-NM,510
2020-10-04,49.0,False,US-NM,510
2020-10-11,54.0,False,US-NM,510
2020-10-18,82.0,False,US-NM,510
2020-10-25,60.0,False,US-NM,510
2020-11-01,44.0,False,US-NM,510
2020-11-08,47.0,False,US-NM,510
2020-11-15,82.0,False,US-NM,510
2020-11-22,67.0,False,US-NM,510
2020-11-29,68.0,False,US-NM,510
2020-12-06,66.0,False,US-NM,510
2020-12-13,51.0,False,US-NM,510
2020-12-20,68.0,False,US-NM,510
2020-12-27,98.0,False,US-NM,510
2020-01-05,44.0,False,US-NM,535
2020-01-12,38.0,False,US-NM,535
2020-01-19,61.0,False,US-NM,535
2020-01-26,81.0,False,US-NM,535
2020-02-02,94.0,False,US-NM,535
2020-02-09,24.0,False,US-NM,535
2020-02-16,36.0,False,US-NM,535
2020-02-23,47.0,False,US-NM,535
2020-03-01,53.0,False,US-NM,535
2020-03-08,76.0,False,US-NM,535
2020-03-15,62.0,False,US-NM,535
2020-03-22,94.0,False,US-NM,535
2020-03-29,82.0,False,US-NM,535
2020-04-05,100.0,False,US-NM,535
2020-04-12,62.0,False,US-NM,535
2020-04-19,55.0,False,US-NM,535
2020-04-26,62.0,False,US-NM,535
2020-05-03,46.0,False,US-NM,535
2020-05-10,85.0,False,US-NM,535
2020-05-17,87.0,False,US-NM,535
2020-05-24,81.0,False,US-NM,535
2020-05-31,62.0,False,US-NM,535
2020-06-07,70.0,False,US-NM,535
2020-06-14,80.0,False,US-NM,535
2020-06-21,53.0,False,US-NM,535
2020-06-28,47.0,False,US-NM,535
2020-07-05,72.0,False,US-NM,535
2020-07-12,68.0,False,US-NM,535
2020-07-19,97.0,False,US-NM,535
2020-07-26,72.0,False,US-NM,535
2020-08-02,51.0,False,US-NM,535
2020-08-09,85.0,False,US-NM,535
2020-08-16,33.0,False,US-NM,535
2020-08-23,46.0,False,US-NM,535
2020-08-30,79.0,False,US-NM,535
2020-09-06,52.0,False,US-NM,535
2020-09-13,50.0,False,US-NM,535
2020-09-20,52.0,False,US-NM,535
2020-09-27,70.0,False,US-NM,535
2020-10-04,50.0,False,US-NM,535
2020-10-11,78.0,False,US-NM,535
2020-10-18,80.0,False,US-NM,535
2020-10-25,62.0,False,US-NM,535
2020-11-01,55.0,False,US-NM,535
2020-11-08,83.0,False,US-NM,535
2020-11-15,60.0,False,US-NM,535
2020-11-22,27.0,False,US-NM,535
2020-11-29,96.0,False,US-NM,535
2020-12-06,87.0,False,US-NM,535
2020-12-13,68.0,False,US-NM,535
2020-12-20,37.0,False,US-NM,535
2020-12-27,47.0,False,US-NM,535
2020-01-05,74.0,False,US-NM,542
2020-01-12,52.0,False,US-NM,542
2020-01-19,46.0,False,US-NM,542
2020-01-26,45.0,False,US-NM,542
2020-02-02,26.0,False,US-NM,542
2020-02-09,72.0,False,US-NM,542
2020-02-16,18.0,False,US-NM,542
2020-02-23,60.0,False,US-NM,542
2020-03-01,35.0,False,US-NM,542
2020-03-08,34.0,False,US-NM,542
2020-03-15,89.0,False,US-NM,542
2020-03-22,62.0,False,US-NM,542
2020-03-29,100.0,False,US-NM,542
2020-04-05,93.0,False,US-NM,542
2020-04-12,95.0,False,US-NM,542
2020-04-19,74.0,False,US-NM,542
2020-04-26,46.0,False,US-NM,542
2020-05-03,62.0,False,US-NM,542
2020-05-10,31.0,False,US-NM,542
2020-05-17,40.0,False,US-NM,542
2020-05-24,43.0,False,US-NM,542
2020-05-31,84.0,False,US-NM,542
2020-06-07,51.0,False,US-NM,542
2020-06-14,43.0,False,US-NM,542
2020-06-21,35.0,False,US-NM,542
2020-06-28,64.0,False,US-NM,542
2020-07-05,64.0,False,US-NM,542
2020-07-12,75.0,False,US-NM,542
2020-07-19,46.0,False,US-NM,542
2020-07-26,65.0,False,US-NM,542
2020-08-02,37.0,False,US-NM,542
2020-08-09,83.0,False,US-NM,542
2020-08-16,66.0,False,US-NM,542
2020-08-23,27.0,False,US-NM,542
2020-08-30,53.0,False,US-NM,542
2020-09-06,36.0,False,US-NM,542
2020-09-13,44.0,False,US-NM,542
2020-09-20,27.0,False,US-NM,542
2020-09-27,93.0,False,US-NM,542
2020-10-04,29.0,False,US-NM,542
2020-10-11,50.0,False,US-NM,542
2020-10-18,80.0,False,US-NM,542
2020-10-25,79.0,False,US-NM,542
2020-11-01,40.0,False,US-NM,542
2020-11-08,19.0,False,US-NM,542
2020-11-15,68.0,False,US-NM,542
2020-11-22,81.0,False,US-NM,542
2020-11-29,76.0,False,US-NM,542
2020-12-06,29.0,False,US-NM,542
2020-12-13,76.0,False,US-NM,542
2020-12-20,10.0,False,US-NM,542
2020-12-27,19.0,False,US-NM,542
2020-01-05,53.0,False,US-NM,509
2020-01-12,20.0,False,US-NM,509
2020-01-19,21.0,False,US-NM,509
2020-01-26,42.0,False,US-NM,509
2020-02-02,51.0,False,US-NM,509
2020-02-09,20.0,False,US-NM,509
2020-02-16,41.0,False,US-NM,509
2020-02-23,20.0,False,US-NM,509
2020-03-01,100.0,False,US-NM,509
2020-03-08,30.0,False,US-NM,509
2020-03-15,47.0,False,US-NM,509
2020-03-22,28.0,False,US-NM,509
2020-03-29,47.0,False,US-NM,509
2020-04-05,73.0,False,US-NM,509
2020-04-12,43.0,False,US-NM,509
2020-04-19,9.0,False,US-NM,509
2020-04-26,63.0,False,US-NM,509
2020-05-03,36.0,False,US-NM,509
2020-05-10,46.0,False,US-NM,509
2020-05-17,0.0,False,US-NM,509
2020-05-24,51.0,False,US-NM,509
2020-05-31,89.0,False,US-NM,509
2020-06-07,61.0,False,US-NM,509
2020-06-14,32.0,False,US-NM,509
2020-06-21,52.0,False,US-NM,509
2020-06-28,11.0,False,US-NM,509
2020-07-05,87.0,False,US-NM,509
2020-07-12,45.0,False,US-NM,509
2020-07-19,22.0,False,US-NM,509
2020-07-26,32.0,False,US-NM,509
2020-08-02,22.0,False,US-NM,509
2020-08-09,33.0,False,US-NM,509
2020-08-16,0.0,False,US-NM,509
2020-08-23,30.0,False,US-NM,509
2020-08-30,41.0,False,US-NM,509
2020-09-06,63.0,False,US-NM,509
2020-09-13,31.0,False,US-NM,509
2020-09-20,31.0,False,US-NM,509
2020-09-27,32.0,False,US-NM,509
2020-10-04,33.0,False,US-NM,509
2020-10-11,12.0,False,US-NM,509
2020-10-18,36.0,False,US-NM,509
2020-10-25,23.0,False,US-NM,509
2020-11-01,38.0,False,US-NM,509
2020-11-08,0.0,False,US-NM,509
2020-11-15,33.0,False,US-NM,509
2020-11-22,45.0,False,US-NM,509
2020-11-29,54.0,False,US-NM,509
2020-12-06,87.0,False,US-NM,509
2020-12-13,11.0,False,US-NM,509
2020-12-20,47.0,False,US-NM,509
2020-12-27,22.0,False,US-NM,509
2020-01-05,38.0,False,US-NM,558
2020-01-12,72.0,False,US-NM,558
2020-01-19,79.0,False,US-NM,558
2020-01-26,38.0,False,US-NM,558
2020-02-02,0.0,False,US-NM,558
2020-02-09,0.0,False,US-NM,558
2020-02-16,76.0,False,US-NM,558
2020-02-23,38.0,False,US-NM,558
2020-03-01,0.0,False,US-NM,558
2020-03-08,0.0,False,US-NM,558
2020-03-15,33.0,False,US-NM,558
2020-03-22,0.0,False,US-NM,558
2020-03-29,33.0,False,US-NM,558
2020-04-05,0.0,False,US-NM,558
2020-04-12,93.0,False,US-NM,558
2020-04-19,0.0,False,US-NM,558
2020-04-26,0.0,False,US-NM,558
2020-05-03,34.0,False,US-NM,558
2020-05-10,100.0,False,US-NM,558
2020-05-17,34.0,False,US-NM,558
2020-05-24,76.0,False,US-NM,558
2020-05-31,37.0,False,US-NM,558
2020-06-07,37.0,False,US-NM,558
2020-06-14,75.0,False,US-NM,558
2020-06-21,0.0,False,US-NM,558
2020-06-28,40.0,False,US-NM,558
2020-07-05,0.0,False,US-NM,558
2020-07-12,0.0,False,US-NM,558
2020-07-19,0.0,False,US-NM,558
2020-07-26,78.0,False,US-NM,558
2020-08-02,38.0,False,US-NM,558
2020-08-09,40.0,False,US-NM,558
2020-08-16,0.0,False,US-NM,558
2020-08-23,0.0,False,US-NM,558
2020-08-30,0.0,False,US-NM,558
2020-09-06,78.0,False,US-NM,558
2020-09-13,0.0,False,US-NM,558
2020-09-20,39.0,False,US-NM,558
2020-09-27,0.0,False,US-NM,558
2020-10-04,79.0,False,US-NM,558
2020-10-11,0.0,False,US-NM,558
2020-10-18,0.0,False,US-NM,558
2020-10-25,40.0,False,US-NM,558
2020-11-01,33.0,False,US-NM,558
2020-11-08,0.0,False,US-NM,558
2020-11-15,40.0,False,US-NM,558
2020-11-22,83.0,False,US-NM,558
2020-11-29,0.0,False,US-NM,558
2020-12-06,78.0,False,US-NM,558
2020-12-13,0.0,False,US-NM,558
2020-12-20,41.0,False,US-NM,558
2020-12-27,39.0,False,US-NM,558
2020-01-05,34.0,False,US-NM,597
2020-01-12,30.0,False,US-NM,597
2020-01-19,0.0,False,US-NM,597
2020-01-26,0.0,False,US-NM,597
2020-02-02,0.0,False,US-NM,597
2020-02-09,0.0,False,US-NM,597
2020-02-16,63.0,False,US-NM,597
2020-02-23,0.0,False,US-NM,597
2020-03-01,0.0,False,US-NM,597
2020-03-08,0.0,False,US-NM,597
2020-03-15,58.0,False,US-NM,597
2020-03-22,83.0,False,US-NM,597
2020-03-29,57.0,False,US-NM,597
2020-04-05,0.0,False,US-NM,597
2020-04-12,25.0,False,US-NM,597
2020-04-19,27.0,False,US-NM,597
2020-04-26,52.0,False,US-NM,597
2020-05-03,53.0,False,US-NM,597
2020-05-10,0.0,False,US-NM,597
2020-05-17,55.0,False,US-NM,597
2020-05-24,0.0,False,US-NM,597
2020-05-31,60.0,False,US-NM,597
2020-06-07,60.0,False,US-NM,597
2020-06-14,0.0,False,US-NM,597
2020-06-21,60.0,False,US-NM,597
2020-06-28,0.0,False,US-NM,597
2020-07-05,0.0,False,US-NM,597
2020-07-12,0.0,False,US-NM,597
2020-07-19,0.0,False,US-NM,597
2020-07-26,33.0,False,US-NM,597
2020-08-02,32.0,False,US-NM,597
2020-08-09,0.0,False,US-NM,597
2020-08-16,0.0,False,US-NM,597
2020-08-23,30.0,False,US-NM,597
2020-08-30,30.0,False,US-NM,597
2020-09-06,0.0,False,US-NM,597
2020-09-13,62.0,False,US-NM,597
2020-09-20,0.0,False,US-NM,597
2020-09-27,0.0,False,US-NM,597
2020-10-04,68.0,False,US-NM,597
2020-10-11,36.0,False,US-NM,597
2020-10-18,34.0,False,US-NM,597
2020-10-25,100.0,False,US-NM,597
2020-11-01,54.0,False,US-NM,597
2020-11-08,0.0,False,US-NM,597
2020-11-15,31.0,False,US-NM,597
2020-11-22,0.0,False,US-NM,597
2020-11-29,90.0,False,US-NM,597
2020-12-06,31.0,False,US-NM,597
2020-12-13,0.0,False,US-NM,597
2020-12-20,64.0,False,US-NM,597
2020-12-27,29.0,False,US-NM,597
2020-01-05,54.0,False,US-NM,547
2020-01-12,34.0,False,US-NM,547
2020-01-19,27.0,False,US-NM,547
2020-01-26,26.0,False,US-NM,547
2020-02-02,77.0,False,US-NM,547
2020-02-09,86.0,False,US-NM,547
2020-02-16,42.0,False,US-NM,547
2020-02-23,17.0,False,US-NM,547
2020-03-01,67.0,False,US-NM,547
2020-03-08,41.0,False,US-NM,547
2020-03-15,39.0,False,US-NM,547
2020-03-22,37.0,False,US-NM,547
2020-03-29,59.0,False,US-NM,547
2020-04-05,60.0,False,US-NM,547
2020-04-12,49.0,False,US-NM,547
2020-04-19,56.0,False,US-NM,547
2020-04-26,37.0,False,US-NM,547
2020-05-03,37.0,False,US-NM,547
2020-05-10,38.0,False,US-NM,547
2020-05-17,91.0,False,US-NM,547
2020-05-24,89.0,False,US-NM,547
2020-05-31,49.0,False,US-NM,547
2020-06-07,40.0,False,US-NM,547
2020-06-14,25.0,False,US-NM,547
2020-06-21,85.0,False,US-NM,547
2020-06-28,18.0,False,US-NM,547
2020-07-05,52.0,False,US-NM,547
2020-07-12,9.0,False,US-NM,547
2020-07-19,44.0,False,US-NM,547
2020-07-26,18.0,False,US-NM,547
2020-08-02,44.0,False,US-NM,547
2020-08-09,18.0,False,US-NM,547
2020-08-16,35.0,False,US-NM,547
2020-08-23,67.0,False,US-NM,547
2020-08-30,50.0,False,US-NM,547
2020-09-06,25.0,False,US-NM,547
2020-09-13,40.0,False,US-NM,547
2020-09-20,33.0,False,US-NM,547
2020-09-27,52.0,False,US-NM,547
2020-10-04,45.0,False,US-NM,547
2020-10-11,38.0,False,US-NM,547
2020-10-18,29.0,False,US-NM,547
2020-10-25,19.0,False,US-NM,547
2020-11-01,45.0,False,US-NM,547
2020-11-08,63.0,False,US-NM,547
2020-11-15,18.0,False,US-NM,547
2020-11-22,37.0,False,US-NM,547
2020-11-29,54.0,False,US-NM,547
2020-12-06,100.0,False,US-NM,547
2020-12-13,47.0,False,US-NM,547
2020-12-20,39.0,False,US-NM,547
2020-12-27,46.0,False,US-NM,547
2020-01-05,20.0,False,US-NM,554
2020-01-12,38.0,False,US-NM,554
2020-01-19,19.0,False,US-NM,554
2020-01-26,37.0,False,US-NM,554
2020-02-02,18.0,False,US-NM,554
2020-02-09,37.0,False,US-NM,554
2020-02-16,75.0,False,US-NM,554
2020-02-23,37.0,False,US-NM,554
2020-03-01,18.0,False,US-NM,554
2020-03-08,57.0,False,US-NM,554
2020-03-15,33.0,False,US-NM,554
2020-03-22,63.0,False,US-NM,554
2020-03-29,65.0,False,US-NM,554
2020-04-05,64.0,False,US-NM,554
2020-04-12,45.0,False,US-NM,554
2020-04-19,32.0,False,US-NM,554
2020-04-26,80.0,False,US-NM,554
2020-05-03,31.0,False,US-NM,554
2020-05-10,33.0,False,US-NM,554
2020-05-17,51.0,False,US-NM,554
2020-05-24,18.0,False,US-NM,554
2020-05-31,36.0,False,US-NM,554
2020-06-07,0.0,False,US-NM,554
2020-06-14,18.0,False,US-NM,554
2020-06-21,19.0,False,US-NM,554
2020-06-28,20.0,False,US-NM,554
2020-07-05,0.0,False,US-NM,554
2020-07-12,39.0,False,US-NM,554
2020-07-19,19.0,False,US-NM,554
2020-07-26,20.0,False,US-NM,554
2020-08-02,0.0,False,US-NM,554
2020-08-09,0.0,False,US-NM,554
2020-08-16,40.0,False,US-NM,554
2020-08-23,19.0,False,US-NM,554
2020-08-30,19.0,False,US-NM,554
2020-09-06,38.0,False,US-NM,554
2020-09-13,35.0,False,US-NM,554
2020-09-20,19.0,False,US-NM,554
2020-09-27,77.0,False,US-NM,554
2020-10-04,20.0,False,US-NM,554
2020-10-11,21.0,False,US-NM,554
2020-10-18,42.0,False,US-NM,554
2020-10-25,41.0,False,US-NM,554
2020-11-01,32.0,False,US-NM,554
2020-11-08,39.0,False,US-NM,554
2020-11-15,0.0,False,US-NM,554
2020-11-22,40.0,False,US-NM,554
2020-11-29,0.0,False,US-NM,554
2020-12-06,39.0,False,US-NM,554
2020-12-13,100.0,False,US-NM,554
2020-12-20,41.0,False,US-NM,554
2020-12-27,38.0,False,US-NM,554
2020-01-05,24.0,False,US-NM,536
2020-01-12,53.0,False,US-NM,536
2020-01-19,36.0,False,US-NM,536
2020-01-26,28.0,False,US-NM,536
2020-02-02,28.0,False,US-NM,536
2020-02-09,28.0,False,US-NM,536
2020-02-16,28.0,False,US-NM,536
2020-02-23,33.0,False,US-NM,536
2020-03-01,53.0,False,US-NM,536
2020-03-08,39.0,False,US-NM,536
2020-03-15,13.0,False,US-NM,536
2020-03-22,25.0,False,US-NM,536
2020-03-29,25.0,False,US-NM,536
2020-04-05,6.0,False,US-NM,536
2020-04-12,25.0,False,US-NM,536
2020-04-19,56.0,False,US-NM,536
2020-04-26,32.0,False,US-NM,536
2020-05-03,45.0,False,US-NM,536
2020-05-10,100.0,False,US-NM,536
2020-05-17,35.0,False,US-NM,536
2020-05-24,0.0,False,US-NM,536
2020-05-31,14.0,False,US-NM,536
2020-06-07,22.0,False,US-NM,536
2020-06-14,22.0,False,US-NM,536
2020-06-21,7.0,False,US-NM,536
2020-06-28,39.0,False,US-NM,536
2020-07-05,15.0,False,US-NM,536
2020-07-12,32.0,False,US-NM,536
2020-07-19,78.0,False,US-NM,536
2020-07-26,24.0,False,US-NM,536
2020-08-02,31.0,False,US-NM,536
2020-08-09,8.0,False,US-NM,536
2020-08-16,24.0,False,US-NM,536
2020-08-23,23.0,False,US-NM,536
2020-08-30,37.0,False,US-NM,536
2020-09-06,62.0,False,US-NM,536
2020-09-13,35.0,False,US-NM,536
2020-09-20,12.0,False,US-NM,536
2020-09-27,26.0,False,US-NM,536
2020-10-04,13.0,False,US-NM,536
2020-10-11,47.0,False,US-NM,536
2020-10-18,24.0,False,US-NM,536
2020-10-25,38.0,False,US-NM,536
2020-11-01,13.0,False,US-NM,536
2020-11-08,51.0,False,US-NM,536
2020-11-15,58.0,False,US-NM,536
2020-11-22,32.0,False,US-NM,536
2020-11-29,30.0,False,US-NM,536
2020-12-06,29.0,False,US-NM,536
2020-12-13,7.0,False,US-NM,536
2020-12-20,58.0,False,US-NM,536
2020-12-27,39.0,False,US-NM,536
2020-01-05,0.0,False,US-NM,596
2020-01-12,0.0,False,US-NM,596
2020-01-19,0.0,False,US-NM,596
2020-01-26,59.0,False,US-NM,596
2020-02-02,0.0,False,US-NM,596
2020-02-09,0.0,False,US-NM,596
2020-02-16,53.0,False,US-NM,596
2020-02-23,0.0,False,US-NM,596
2020-03-01,54.0,False,US-NM,596
2020-03-08,0.0,False,US-NM,596
2020-03-15,49.0,False,US-NM,596
2020-03-22,51.0,False,US-NM,596
2020-03-29,48.0,False,US-NM,596
2020-04-05,100.0,False,US-NM,596
2020-04-12,0.0,False,US-NM,596
2020-04-19,0.0,False,US-NM,596
2020-04-26,0.0,False,US-NM,596
2020-05-03,0.0,False,US-NM,596
2020-05-10,0.0,False,US-NM,596
2020-05-17,49.0,False,US-NM,596
2020-05-24,0.0,False,US-NM,596
2020-05-31,0.0,False,US-NM,596
