,region,metroCode,calfresh,isPartial
2020-07-26,US-CA,868,0.0,False
2020-08-02,US-CA,868,36.0,False
2020-08-09,US-CA,868,0.0,False
2020-08-16,US-CA,868,17.0,False
2020-08-23,US-CA,868,16.0,False
2020-08-30,US-CA,868,34.0,False
2020-09-06,US-CA,868,0.0,False
2020-09-13,US-CA,868,0.0,False
2020-09-20,US-CA,868,0.0,False
2020-09-27,US-CA,868,18.0,False
2020-10-04,US-CA,868,0.0,False
2020-10-11,US-CA,868,0.0,False
2020-10-18,US-CA,868,21.0,False
2020-10-25,US-CA,868,21.0,False
2020-11-01,US-CA,868,0.0,False
2020-11-08,US-CA,868,20.0,False
2020-11-15,US-CA,868,20.0,False
2020-11-22,US-CA,868,0.0,False
2020-11-29,US-CA,868,0.0,False
2020-12-06,US-CA,868,100.0,False
2020-12-13,US-CA,868,0.0,False
2020-12-20,US-CA,868,0.0,False
2020-12-27,US-CA,868,0.0,False
2020-01-05,US-CA,802,51.0,False
2020-01-12,US-CA,802,0.0,False
2020-01-19,US-CA,802,0.0,False
2020-01-26,US-CA,802,47.0,False
2020-02-02,US-CA,802,0.0,False
2020-02-09,US-CA,802,0.0,False
2020-02-16,US-CA,802,0.0,False
2020-02-23,US-CA,802,0.0,False
2020-03-01,US-CA,802,0.0,False
2020-03-08,US-CA,802,0.0,False
2020-03-15,US-CA,802,0.0,False
2020-03-22,US-CA,802,0.0,False
2020-03-29,US-CA,802,0.0,False
2020-04-05,US-CA,802,38.0,False
2020-04-12,US-CA,802,78.0,False
2020-04-19,US-CA,802,39.0,False
2020-04-26,US-CA,802,0.0,False
2020-05-03,US-CA,802,0.0,False
2020-05-10,US-CA,802,0.0,False
2020-05-17,US-CA,802,0.0,False
2020-05-24,US-CA,802,0.0,False
2020-05-31,US-CA,802,0.0,False
2020-06-07,US-CA,802,0.0,False
2020-06-14,US-CA,802,0.0,False
2020-06-21,US-CA,802,0.0,False
2020-06-28,US-CA,802,0.0,False
2020-07-05,US-CA,802,0.0,False
2020-07-12,US-CA,802,0.0,False
2020-07-19,US-CA,802,0.0,False
2020-07-26,US-CA,802,0.0,False
2020-08-02,US-CA,802,0.0,False
2020-08-09,US-CA,802,0.0,False
2020-08-16,US-CA,802,0.0,False
2020-08-23,US-CA,802,37.0,False
2020-08-30,US-CA,802,0.0,False
2020-09-06,US-CA,802,0.0,False
2020-09-13,US-CA,802,0.0,False
2020-09-20,US-CA,802,40.0,False
2020-09-27,US-CA,802,0.0,False
2020-10-04,US-CA,802,0.0,False
2020-10-11,US-CA,802,0.0,False
2020-10-18,US-CA,802,100.0,False
2020-10-25,US-CA,802,0.0,False
2020-11-01,US-CA,802,41.0,False
2020-11-08,US-CA,802,47.0,False
2020-11-15,US-CA,802,0.0,False
2020-11-22,US-CA,802,0.0,False
2020-11-29,US-CA,802,49.0,False
2020-12-06,US-CA,802,0.0,False
2020-12-13,US-CA,802,0.0,False
2020-12-20,US-CA,802,52.0,False
2020-12-27,US-CA,802,0.0,False
2020-01-05,US-CA,866,36.0,False
2020-01-12,US-CA,866,0.0,False
2020-01-19,US-CA,866,0.0,False
2020-01-26,US-CA,866,11.0,False
2020-02-02,US-CA,866,0.0,False
2020-02-09,US-CA,866,23.0,False
2020-02-16,US-CA,866,23.0,False
2020-02-23,US-CA,866,44.0,False
2020-03-01,US-CA,866,0.0,False
2020-03-08,US-CA,866,11.0,False
2020-03-15,US-CA,866,31.0,False
2020-03-22,US-CA,866,20.0,False
2020-03-29,US-CA,866,48.0,False
2020-04-05,US-CA,866,88.0,False
2020-04-12,US-CA,866,100.0,False
2020-04-19,US-CA,866,44.0,False
2020-04-26,US-CA,866,54.0,False
2020-05-03,US-CA,866,45.0,False
2020-05-10,US-CA,866,47.0,False
2020-05-17,US-CA,866,66.0,False
2020-05-24,US-CA,866,10.0,False
2020-05-31,US-CA,866,28.0,False
2020-06-07,US-CA,866,39.0,False
2020-06-14,US-CA,866,30.0,False
2020-06-21,US-CA,866,30.0,False
2020-06-28,US-CA,866,21.0,False
2020-07-05,US-CA,866,21.0,False
2020-07-12,US-CA,866,42.0,False
2020-07-19,US-CA,866,21.0,False
2020-07-26,US-CA,866,42.0,False
2020-08-02,US-CA,866,42.0,False
2020-08-09,US-CA,866,30.0,False
2020-08-16,US-CA,866,18.0,False
2020-08-23,US-CA,866,27.0,False
2020-08-30,US-CA,866,9.0,False
2020-09-06,US-CA,866,19.0,False
2020-09-13,US-CA,866,37.0,False
2020-09-20,US-CA,866,29.0,False
2020-09-27,US-CA,866,30.0,False
2020-10-04,US-CA,866,32.0,False
2020-10-11,US-CA,866,23.0,False
2020-10-18,US-CA,866,24.0,False
2020-10-25,US-CA,866,47.0,False
2020-11-01,US-CA,866,28.0,False
2020-11-08,US-CA,866,45.0,False
2020-11-15,US-CA,866,46.0,False
2020-11-22,US-CA,866,12.0,False
2020-11-29,US-CA,866,34.0,False
2020-12-06,US-CA,866,11.0,False
2020-12-13,US-CA,866,45.0,False
2020-12-20,US-CA,866,38.0,False
2020-12-27,US-CA,866,12.0,False
2020-01-05,US-CA,803,34.0,False
2020-01-12,US-CA,803,34.0,False
2020-01-19,US-CA,803,27.0,False
2020-01-26,US-CA,803,23.0,False
2020-02-02,US-CA,803,31.0,False
2020-02-09,US-CA,803,32.0,False
2020-02-16,US-CA,803,21.0,False
2020-02-23,US-CA,803,23.0,False
2020-03-01,US-CA,803,30.0,False
2020-03-08,US-CA,803,14.0,False
2020-03-15,US-CA,803,43.0,False
2020-03-22,US-CA,803,78.0,False
2020-03-29,US-CA,803,86.0,False
2020-04-05,US-CA,803,68.0,False
2020-04-12,US-CA,803,90.0,False
2020-04-19,US-CA,803,57.0,False
2020-04-26,US-CA,803,89.0,False
2020-05-03,US-CA,803,65.0,False
2020-05-10,US-CA,803,59.0,False
2020-05-17,US-CA,803,100.0,False
2020-05-24,US-CA,803,48.0,False
2020-05-31,US-CA,803,49.0,False
2020-06-07,US-CA,803,52.0,False
2020-06-14,US-CA,803,69.0,False
2020-06-21,US-CA,803,59.0,False
2020-06-28,US-CA,803,62.0,False
2020-07-05,US-CA,803,52.0,False
2020-07-12,US-CA,803,52.0,False
2020-07-19,US-CA,803,48.0,False
2020-07-26,US-CA,803,31.0,False
2020-08-02,US-CA,803,48.0,False
2020-08-09,US-CA,803,67.0,False
2020-08-16,US-CA,803,36.0,False
2020-08-23,US-CA,803,48.0,False
2020-08-30,US-CA,803,46.0,False
2020-09-06,US-CA,803,43.0,False
2020-09-13,US-CA,803,55.0,False
2020-09-20,US-CA,803,38.0,False
2020-09-27,US-CA,803,37.0,False
2020-10-04,US-CA,803,50.0,False
2020-10-11,US-CA,803,58.0,False
2020-10-18,US-CA,803,42.0,False
2020-10-25,US-CA,803,27.0,False
2020-11-01,US-CA,803,40.0,False
2020-11-08,US-CA,803,42.0,False
2020-11-15,US-CA,803,52.0,False
2020-11-22,US-CA,803,24.0,False
2020-11-29,US-CA,803,49.0,False
2020-12-06,US-CA,803,40.0,False
2020-12-13,US-CA,803,51.0,False
2020-12-20,US-CA,803,29.0,False
2020-12-27,US-CA,803,67.0,False
2020-01-05,US-CA,813,0.0,False
2020-01-12,US-CA,813,0.0,False
2020-01-19,US-CA,813,0.0,False
2020-01-26,US-CA,813,0.0,False
2020-02-02,US-CA,813,0.0,False
2020-02-09,US-CA,813,0.0,False
2020-02-16,US-CA,813,0.0,False
2020-02-23,US-CA,813,0.0,False
2020-03-01,US-CA,813,0.0,False
2020-03-08,US-CA,813,0.0,False
2020-03-15,US-CA,813,0.0,False
2020-03-22,US-CA,813,0.0,False
2020-03-29,US-CA,813,0.0,False
2020-04-05,US-CA,813,0.0,False
2020-04-12,US-CA,813,0.0,False
2020-04-19,US-CA,813,0.0,False
2020-04-26,US-CA,813,0.0,False
2020-05-03,US-CA,813,0.0,False
2020-05-10,US-CA,813,0.0,False
2020-05-17,US-CA,813,0.0,False
2020-05-24,US-CA,813,0.0,False
2020-05-31,US-CA,813,0.0,False
2020-06-07,US-CA,813,0.0,False
2020-06-14,US-CA,813,0.0,False
2020-06-21,US-CA,813,0.0,False
2020-06-28,US-CA,813,0.0,False
2020-07-05,US-CA,813,0.0,False
2020-07-12,US-CA,813,0.0,False
2020-07-19,US-CA,813,88.0,False
2020-07-26,US-CA,813,0.0,False
2020-08-02,US-CA,813,0.0,False
2020-08-09,US-CA,813,88.0,False
2020-08-16,US-CA,813,0.0,False
2020-08-23,US-CA,813,0.0,False
2020-08-30,US-CA,813,0.0,False
2020-09-06,US-CA,813,0.0,False
2020-09-13,US-CA,813,0.0,False
2020-09-20,US-CA,813,0.0,False
2020-09-27,US-CA,813,0.0,False
2020-10-04,US-CA,813,0.0,False
2020-10-11,US-CA,813,0.0,False
2020-10-18,US-CA,813,0.0,False
2020-10-25,US-CA,813,0.0,False
2020-11-01,US-CA,813,0.0,False
2020-11-08,US-CA,813,0.0,False
2020-11-15,US-CA,813,94.0,False
2020-11-22,US-CA,813,0.0,False
2020-11-29,US-CA,813,0.0,False
2020-12-06,US-CA,813,0.0,False
2020-12-13,US-CA,813,100.0,False
2020-12-20,US-CA,813,0.0,False
2020-12-27,US-CA,813,0.0,False
2020-01-05,US-CA,828,65.0,False
2020-01-12,US-CA,828,0.0,False
2020-01-19,US-CA,828,0.0,False
2020-01-26,US-CA,828,30.0,False
2020-02-02,US-CA,828,60.0,False
2020-02-09,US-CA,828,0.0,False
2020-02-16,US-CA,828,29.0,False
2020-02-23,US-CA,828,0.0,False
2020-03-01,US-CA,828,82.0,False
2020-03-08,US-CA,828,0.0,False
2020-03-15,US-CA,828,0.0,False
2020-03-22,US-CA,828,25.0,False
2020-03-29,US-CA,828,25.0,False
2020-04-05,US-CA,828,50.0,False
2020-04-12,US-CA,828,49.0,False
2020-04-19,US-CA,828,0.0,False
2020-04-26,US-CA,828,74.0,False
2020-05-03,US-CA,828,25.0,False
2020-05-10,US-CA,828,25.0,False
2020-05-17,US-CA,828,0.0,False
2020-05-24,US-CA,828,51.0,False
2020-05-31,US-CA,828,0.0,False
2020-06-07,US-CA,828,0.0,False
2020-06-14,US-CA,828,27.0,False
2020-06-21,US-CA,828,27.0,False
2020-06-28,US-CA,828,0.0,False
2020-07-05,US-CA,828,0.0,False
2020-07-12,US-CA,828,56.0,False
2020-07-19,US-CA,828,28.0,False
2020-07-26,US-CA,828,28.0,False
2020-08-02,US-CA,828,0.0,False
2020-08-09,US-CA,828,26.0,False
2020-08-16,US-CA,828,24.0,False
2020-08-23,US-CA,828,82.0,False
2020-08-30,US-CA,828,27.0,False
2020-09-06,US-CA,828,78.0,False
2020-09-13,US-CA,828,0.0,False
2020-09-20,US-CA,828,0.0,False
2020-09-27,US-CA,828,56.0,False
2020-10-04,US-CA,828,30.0,False
2020-10-11,US-CA,828,68.0,False
2020-10-18,US-CA,828,0.0,False
2020-10-25,US-CA,828,34.0,False
2020-11-01,US-CA,828,27.0,False
2020-11-08,US-CA,828,65.0,False
2020-11-15,US-CA,828,100.0,False
2020-11-22,US-CA,828,68.0,False
2020-11-29,US-CA,828,0.0,False
2020-12-06,US-CA,828,0.0,False
2020-12-13,US-CA,828,34.0,False
2020-12-20,US-CA,828,0.0,False
2020-12-27,US-CA,828,0.0,False
2020-01-05,US-CA,804,39.0,False
2020-01-12,US-CA,804,36.0,False
2020-01-19,US-CA,804,0.0,False
2020-01-26,US-CA,804,0.0,False
2020-02-02,US-CA,804,0.0,False
2020-02-09,US-CA,804,34.0,False
2020-02-16,US-CA,804,0.0,False
2020-02-23,US-CA,804,0.0,False
2020-03-01,US-CA,804,0.0,False
2020-03-08,US-CA,804,0.0,False
2020-03-15,US-CA,804,0.0,False
2020-03-22,US-CA,804,0.0,False
2020-03-29,US-CA,804,96.0,False
2020-04-05,US-CA,804,31.0,False
2020-04-12,US-CA,804,32.0,False
2020-04-19,US-CA,804,0.0,False
2020-04-26,US-CA,804,63.0,False
2020-05-03,US-CA,804,32.0,False
2020-05-10,US-CA,804,0.0,False
2020-05-17,US-CA,804,0.0,False
2020-05-24,US-CA,804,100.0,False
2020-05-31,US-CA,804,0.0,False
2020-06-07,US-CA,804,35.0,False
2020-06-14,US-CA,804,0.0,False
2020-06-21,US-CA,804,35.0,False
2020-06-28,US-CA,804,0.0,False
2020-07-05,US-CA,804,0.0,False
2020-07-12,US-CA,804,0.0,False
2020-07-19,US-CA,804,38.0,False
2020-07-26,US-CA,804,0.0,False
2020-08-02,US-CA,804,0.0,False
2020-08-09,US-CA,804,0.0,False
2020-08-16,US-CA,804,0.0,False
2020-08-23,US-CA,804,35.0,False
2020-08-30,US-CA,804,0.0,False
2020-09-06,US-CA,804,0.0,False
2020-09-13,US-CA,804,35.0,False
2020-09-20,US-CA,804,0.0,False
2020-09-27,US-CA,804,37.0,False
2020-10-04,US-CA,804,0.0,False
2020-10-11,US-CA,804,0.0,False
2020-10-18,US-CA,804,0.0,False
2020-10-25,US-CA,804,0.0,False
2020-11-01,US-CA,804,0.0,False
2020-11-08,US-CA,804,0.0,False
2020-11-15,US-CA,804,0.0,False
2020-11-22,US-CA,804,36.0,False
2020-11-29,US-CA,804,0.0,False
2020-12-06,US-CA,804,0.0,False
2020-12-13,US-CA,804,0.0,False
2020-12-20,US-CA,804,40.0,False
2020-12-27,US-CA,804,38.0,False
2020-01-05,US-CA,811,0.0,False
2020-01-12,US-CA,811,0.0,False
2020-01-19,US-CA,811,0.0,False
2020-01-26,US-CA,811,0.0,False
2020-02-02,US-CA,811,100.0,False
2020-02-09,US-CA,811,0.0,False
2020-02-16,US-CA,811,0.0,False
2020-02-23,US-CA,811,0.0,False
2020-03-01,US-CA,811,0.0,False
2020-03-08,US-CA,811,0.0,False
2020-03-15,US-CA,811,0.0,False
2020-03-22,US-CA,811,0.0,False
2020-03-29,US-CA,811,0.0,False
2020-04-05,US-CA,811,0.0,False
2020-04-12,US-CA,811,86.0,False
2020-04-19,US-CA,811,0.0,False
2020-04-26,US-CA,811,0.0,False
2020-05-03,US-CA,811,0.0,False
2020-05-10,US-CA,811,87.0,False
2020-05-17,US-CA,811,0.0,False
2020-05-24,US-CA,811,0.0,False
2020-05-31,US-CA,811,0.0,False
2020-06-07,US-CA,811,0.0,False
2020-06-14,US-CA,811,0.0,False
2020-06-21,US-CA,811,0.0,False
2020-06-28,US-CA,811,0.0,False
2020-07-05,US-CA,811,0.0,False
2020-07-12,US-CA,811,0.0,False
2020-07-19,US-CA,811,0.0,False
2020-07-26,US-CA,811,0.0,False
2020-08-02,US-CA,811,0.0,False
2020-08-09,US-CA,811,93.0,False
2020-08-16,US-CA,811,0.0,False
2020-08-23,US-CA,811,0.0,False
2020-08-30,US-CA,811,0.0,False
2020-09-06,US-CA,811,0.0,False
2020-09-13,US-CA,811,0.0,False
2020-09-20,US-CA,811,93.0,False
2020-09-27,US-CA,811,0.0,False
2020-10-04,US-CA,811,0.0,False
2020-10-11,US-CA,811,0.0,False
2020-10-18,US-CA,811,0.0,False
2020-10-25,US-CA,811,0.0,False
2020-11-01,US-CA,811,0.0,False
2020-11-08,US-CA,811,0.0,False
2020-11-15,US-CA,811,0.0,False
2020-11-22,US-CA,811,0.0,False
2020-11-29,US-CA,811,0.0,False
2020-12-06,US-CA,811,0.0,False
2020-12-13,US-CA,811,0.0,False
2020-12-20,US-CA,811,0.0,False
2020-12-27,US-CA,811,0.0,False
2020-01-05,US-CA,862,8.0,False
2020-01-12,US-CA,862,22.0,False
2020-01-19,US-CA,862,45.0,False
2020-01-26,US-CA,862,7.0,False
2020-02-02,US-CA,862,60.0,False
2020-02-09,US-CA,862,38.0,False
2020-02-16,US-CA,862,29.0,False
2020-02-23,US-CA,862,43.0,False
2020-03-01,US-CA,862,7.0,False
2020-03-08,US-CA,862,21.0,False
2020-03-15,US-CA,862,46.0,False
2020-03-22,US-CA,862,26.0,False
2020-03-29,US-CA,862,44.0,False
2020-04-05,US-CA,862,39.0,False
2020-04-12,US-CA,862,100.0,False
2020-04-19,US-CA,862,67.0,False
2020-04-26,US-CA,862,37.0,False
2020-05-03,US-CA,862,31.0,False
2020-05-10,US-CA,862,31.0,False
2020-05-17,US-CA,862,99.0,False
2020-05-24,US-CA,862,25.0,False
2020-05-31,US-CA,862,37.0,False
2020-06-07,US-CA,862,58.0,False
2020-06-14,US-CA,862,52.0,False
2020-06-21,US-CA,862,53.0,False
2020-06-28,US-CA,862,68.0,False
2020-07-05,US-CA,862,20.0,False
2020-07-12,US-CA,862,47.0,False
2020-07-19,US-CA,862,14.0,False
2020-07-26,US-CA,862,48.0,False
2020-08-02,US-CA,862,48.0,False
2020-08-09,US-CA,862,20.0,False
2020-08-16,US-CA,862,37.0,False
2020-08-23,US-CA,862,56.0,False
2020-08-30,US-CA,862,37.0,False
2020-09-06,US-CA,862,44.0,False
2020-09-13,US-CA,862,69.0,False
2020-09-20,US-CA,862,46.0,False
2020-09-27,US-CA,862,20.0,False
2020-10-04,US-CA,862,22.0,False
2020-10-11,US-CA,862,48.0,False
2020-10-18,US-CA,862,24.0,False
2020-10-25,US-CA,862,46.0,False
2020-11-01,US-CA,862,12.0,False
2020-11-08,US-CA,862,44.0,False
2020-11-15,US-CA,862,46.0,False
2020-11-22,US-CA,862,49.0,False
2020-11-29,US-CA,862,53.0,False
2020-12-06,US-CA,862,38.0,False
2020-12-13,US-CA,862,53.0,False
2020-12-20,US-CA,862,57.0,False
2020-12-27,US-CA,862,39.0,False
2020-01-05,US-CA,825,40.0,False
2020-01-12,US-CA,825,8.0,False
2020-01-19,US-CA,825,23.0,False
2020-01-26,US-CA,825,15.0,False
2020-02-02,US-CA,825,23.0,False
2020-02-09,US-CA,825,37.0,False
2020-02-16,US-CA,825,37.0,False
2020-02-23,US-CA,825,28.0,False
2020-03-01,US-CA,825,35.0,False
2020-03-08,US-CA,825,20.0,False
2020-03-15,US-CA,825,54.0,False
2020-03-22,US-CA,825,48.0,False
2020-03-29,US-CA,825,48.0,False
2020-04-05,US-CA,825,100.0,False
2020-04-12,US-CA,825,20.0,False
2020-04-19,US-CA,825,45.0,False
2020-04-26,US-CA,825,39.0,False
2020-05-03,US-CA,825,45.0,False
2020-05-10,US-CA,825,87.0,False
2020-05-17,US-CA,825,86.0,False
2020-05-24,US-CA,825,48.0,False
2020-05-31,US-CA,825,65.0,False
2020-06-07,US-CA,825,47.0,False
2020-06-14,US-CA,825,28.0,False
2020-06-21,US-CA,825,42.0,False
2020-06-28,US-CA,825,44.0,False
2020-07-05,US-CA,825,79.0,False
2020-07-12,US-CA,825,36.0,False
2020-07-19,US-CA,825,22.0,False
2020-07-26,US-CA,825,73.0,False
2020-08-02,US-CA,825,29.0,False
2020-08-09,US-CA,825,50.0,False
2020-08-16,US-CA,825,14.0,False
2020-08-23,US-CA,825,14.0,False
2020-08-30,US-CA,825,76.0,False
2020-09-06,US-CA,825,74.0,False
2020-09-13,US-CA,825,41.0,False
2020-09-20,US-CA,825,21.0,False
2020-09-27,US-CA,825,45.0,False
2020-10-04,US-CA,825,31.0,False
2020-10-11,US-CA,825,77.0,False
2020-10-18,US-CA,825,42.0,False
2020-10-25,US-CA,825,26.0,False
2020-11-01,US-CA,825,40.0,False
2020-11-08,US-CA,825,49.0,False
2020-11-15,US-CA,825,58.0,False
2020-11-22,US-CA,825,26.0,False
2020-11-29,US-CA,825,8.0,False
2020-12-06,US-CA,825,32.0,False
2020-12-13,US-CA,825,75.0,False
2020-12-20,US-CA,825,37.0,False
2020-12-27,US-CA,825,27.0,False
2020-01-05,US-CA,807,5.0,False
2020-01-12,US-CA,807,38.0,False
2020-01-19,US-CA,807,15.0,False
2020-01-26,US-CA,807,14.0,False
2020-02-02,US-CA,807,34.0,False
2020-02-09,US-CA,807,29.0,False
2020-02-16,US-CA,807,10.0,False
2020-02-23,US-CA,807,27.0,False
2020-03-01,US-CA,807,13.0,False
2020-03-08,US-CA,807,36.0,False
2020-03-15,US-CA,807,35.0,False
2020-03-22,US-CA,807,48.0,False
2020-03-29,US-CA,807,43.0,False
2020-04-05,US-CA,807,44.0,False
2020-04-12,US-CA,807,100.0,False
2020-04-19,US-CA,807,72.0,False
2020-04-26,US-CA,807,67.0,False
